index,CID,SMILES
15370,EDG-MED-4c68219f-16,CNCCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15493,CHO-MSK-5891c1ff-8,O=C(CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CC1
16058,EDG-MED-0e5afe9d-3,COC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16067,EDJ-MED-d08626de-1,CO[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16068,EDJ-MED-d08626de-2,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16743,PET-UNK-824b5c6a-2,CCCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16744,PET-UNK-824b5c6a-3,O=C(Nc1cncc2ccccc12)[C@]1(OC2CC2)CCOc2ccc(Cl)cc21
16745,PET-UNK-4880b143-1,CS(=O)(=O)CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17144,PET-UNK-3bb57da2-1,CS(=O)(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17145,PET-UNK-3bb57da2-2,CN(C)S(=O)(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17146,PET-UNK-3bb57da2-3,COCCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17147,PET-UNK-3bb57da2-4,O=C(Nc1cncc2ccccc12)[C@]1(OCCOC2CC2)CCOc2ccc(Cl)cc21
17162,RAL-THA-58fba2bc-4,O=C(Nc1cncc2ccccc12)C1(OCCO)CCOc2ccc(Cl)cc21
17310,PET-UNK-5d7c542f-3,CN(C)S(=O)(=O)CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17311,PET-UNK-5d7c542f-4,NS(=O)(=O)CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17362,PET-UNK-49566573-1,CN(C)C(=O)CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17453,PET-UNK-acd70dee-1,CN(C)C(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17457,PET-UNK-acd70dee-5,O=C(Nc1cncc2ccccc12)[C@]1(OCC2=NCCO2)CCOc2ccc(Cl)cc21
17503,MIC-UNK-5d22d78d-1,O=C(Nc1cncc2ccccc12)[C@]1(OCC2CC2)CCOc2ccc(Cl)cc21
17504,MIC-UNK-5d22d78d-2,CC(C)=CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17508,MIC-UNK-6e9f8a43-2,CSC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17520,PET-UNK-d9de6a0b-1,O=C(Nc1cncc2ccccc12)[C@]1(OCC2COC2)CCOc2ccc(Cl)cc21
17521,PET-UNK-d9de6a0b-2,O=C(Nc1cncc2ccccc12)[C@]1(OCC2CS(=O)(=O)C2)CCOc2ccc(Cl)cc21
17574,PET-UNK-e5587e5d-1,CCOCCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17670,PET-UNK-0cc03aae-1,CC(=O)NCCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17671,PET-UNK-0cc03aae-2,CC(=O)N(C)CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17672,PET-UNK-0cc03aae-3,CS(=O)(=O)NCCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17673,PET-UNK-0cc03aae-4,CN(CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)S(C)(=O)=O
17674,PET-UNK-0cc03aae-5,N#CCCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17758,PET-UNK-bcc8fd08-1,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17835,MIC-UNK-ea4eb352-4,COC1(C(=O)Nc2cncc3ccccc23)CCSc2ccc(Cl)cc21
17910,MIC-UNK-ddc6ad53-1,O=C(Nc1cncc2ccccc12)C1(OCC(F)(F)F)CCOc2ccc(Cl)cc21
17911,MIC-UNK-ddc6ad53-2,O=C(Nc1cncc2ccccc12)C1(OCCOC(F)(F)F)CCOc2ccc(Cl)cc21
17912,MIC-UNK-ddc6ad53-3,O=C(Nc1cncc2ccccc12)C1(OCCC(F)(F)F)CCOc2ccc(Cl)cc21
