index,CID,SMILES
16742,PET-UNK-824b5c6a-1,CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
14469,PET-UNK-29afea89-2,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15319,ED_-GRI-5b13fbe2-40,NC[C@H](F)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15320,ED_-GRI-5b13fbe2-41,NC[C@@H](F)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15321,ED_-GRI-5b13fbe2-42,N[C@@H](CF)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15322,ED_-GRI-5b13fbe2-43,N[C@H](CF)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15326,ED_-GRI-5b13fbe2-47,O=C(O)C(F)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15347,ED_-GRI-5b13fbe2-68,C[C@H](N)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15348,ED_-GRI-5b13fbe2-69,NC1CC1CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15349,ED_-GRI-5b13fbe2-70,N[C@@H]1C[C@@H]1CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15350,ED_-GRI-5b13fbe2-71,N[C@@H]1C[C@H]1CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15351,ED_-GRI-5b13fbe2-72,O=C(Nc1cncc2ccccc12)[C@]1(OCCO)CCOc2ccc(Cl)cc21
15360,EDG-MED-4c68219f-6,NC(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15364,EDG-MED-4c68219f-10,NCCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
