index,CID,SMILES
19067,PET-UNK-de87a406-1,CC(C)(F)CS(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
19252,MAT-POS-e194df51-1,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1
19253,MAT-POS-e194df51-2,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CC1
19284,JOH-SUS-07b743f6-1,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1(F)F
19362,EDJ-MED-7f6e5b75-1,CC(C)(O)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1
19416,BRU-THA-98e973b9-1,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)C(F)F)Cc2ccc(Cl)cc21
19417,BRU-THA-d60fe444-1,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)CF)Cc2ccc(Cl)cc21
19875,MAT-POS-bf364d7a-1,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CS(=O)(=O)C1
19876,MAT-POS-bf364d7a-2,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CS(=O)(=O)C1
19877,MAT-POS-bf364d7a-3,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)CC2CS(=O)(=O)C2)Cc2ccc(Cl)cc21
19878,MAT-POS-bf364d7a-4,O=C(Nc1cncc2ccccc12)[C@H]1CN(S(=O)(=O)CC2CS(=O)(=O)C2)Cc2ccc(Cl)cc21
19879,MAT-POS-bf364d7a-5,CC(C)(C#N)CS(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
19880,MAT-POS-bf364d7a-6,CC(C)(C#N)CS(=O)(=O)N1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1
19881,MAT-POS-bf364d7a-7,COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CC1
19882,MAT-POS-bf364d7a-8,COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1
20195,MAT-POS-dd1fff26-1,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CC1
20196,MAT-POS-dd1fff26-2,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1
20213,ALP-POS-395d3f9b-1,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2(C(F)(F)F)CC2)Cc2ccc(Cl)cc21
20728,PET-UNK-94036022-1,C#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1
20735,PET-UNK-94036022-8,C#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1
