index,CID,SMILES
16188,ALP-POS-ced8ea4d-19,COc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
16196,ALP-POS-ced8ea4d-27,Cc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
16197,ALP-POS-ced8ea4d-28,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1ccccc1
16221,ALP-POS-ced8ea4d-52,COCc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
16231,ALP-POS-ced8ea4d-62,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C2COC2)cc1
16236,ALP-POS-ced8ea4d-67,CCOc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
16986,ALP-POS-95f71980-4,CC(C)(C)c1ccc(N(C(=O)c2ccon2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
16992,ALP-POS-95f71980-10,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(N2CCCC2=O)cc1
16999,ALP-POS-95f71980-17,CC(C)(C)c1ccc(N(C(=O)c2ccsn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
17005,ALP-POS-95f71980-23,CC(C)(C)c1ccc(N(C(=O)c2cscn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
17009,ALP-POS-95f71980-27,O=C1CC(c2ccc(N(C(=O)c3cocn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2)CC(=O)N1
17010,ALP-POS-95f71980-28,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(N2CCCS2(=O)=O)cc1
17018,ALP-POS-95f71980-36,CC(C)(c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1)S(C)(=O)=O
17333,RYA-UNI-c3f66fb2-1,O=C(NCCc1cccc(Cl)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Cl)cc1
20451,ALP-UNI-fe744232-3,N#Cc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
20457,ALP-UNI-fe744232-9,CCNC(=O)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
20459,ALP-UNI-fe744232-11,CC1(c2ccc(N(C(=O)c3cocn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2)OCCO1
20466,ALP-UNI-fe744232-18,CC(C)(O)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
