,count,mean,std,min,25%,50%,75%,max
68,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,3964.0,0.008829465186680121,0.0935612849122706,0.0,0.0,0.0,0.0,1.0
73,3964.0,0.044399596367305755,0.20600722877898883,0.0,0.0,0.0,0.0,1.0
74,3964.0,0.022199798183652877,0.14735143213442564,0.0,0.0,0.0,0.0,1.0
75,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,3964.0,0.05398587285570131,0.22601832988181222,0.0,0.0,0.0,0.0,1.0
78,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,3964.0,0.005802219979818365,0.0759605807376866,0.0,0.0,0.0,0.0,1.0
80,3964.0,0.3602421796165489,0.4801311347039778,0.0,0.0,0.0,1.0,1.0
81,3964.0,0.010847628657921292,0.10359857694251452,0.0,0.0,0.0,0.0,1.0
82,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,3964.0,0.01437941473259334,0.11906394671172013,0.0,0.0,0.0,0.0,1.0
86,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,3964.0,0.047679112008072656,0.21311328377423633,0.0,0.0,0.0,0.0,1.0
91,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,3964.0,0.0012613521695257316,0.03549759204391997,0.0,0.0,0.0,0.0,1.0
101,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,3964.0,0.011099899091826439,0.10478292382540134,0.0,0.0,0.0,0.0,1.0
103,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,3964.0,0.0549949545913219,0.22799917432323005,0.0,0.0,0.0,0.0,1.0
113,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,3964.0,0.046165489404641775,0.20986983664120687,0.0,0.0,0.0,0.0,1.0
115,3964.0,0.0012613521695257316,0.03549759204391997,0.0,0.0,0.0,0.0,1.0
116,3964.0,0.06508577194752775,0.24670826631788825,0.0,0.0,0.0,0.0,1.0
117,3964.0,0.0017658930373360242,0.041990706915421026,0.0,0.0,0.0,0.0,1.0
118,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,3964.0,0.03128153380423814,0.17409952879572183,0.0,0.0,0.0,0.0,1.0
120,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,3964.0,0.062058526740666,0.24129225780567626,0.0,0.0,0.0,0.0,1.0
122,3964.0,0.006811301715438951,0.0822594365483828,0.0,0.0,0.0,0.0,1.0
123,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,3964.0,0.14026236125126135,0.34730283606749385,0.0,0.0,0.0,0.0,1.0
129,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,3964.0,0.0035317860746720484,0.05933127846531447,0.0,0.0,0.0,0.0,1.0
131,3964.0,0.004540867810292634,0.06724127409985983,0.0,0.0,0.0,0.0,1.0
132,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,3964.0,0.0012613521695257316,0.03549759204391997,0.0,0.0,0.0,0.0,1.0
134,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,3964.0,0.023713420787083755,0.1521740328440425,0.0,0.0,0.0,0.0,1.0
137,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,3964.0,0.005045408678102927,0.07086056191231395,0.0,0.0,0.0,0.0,1.0
139,3964.0,0.012613521695257316,0.11161345546409339,0.0,0.0,0.0,0.0,1.0
140,3964.0,0.031786074672048435,0.17545223250883582,0.0,0.0,0.0,0.0,1.0
141,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,3964.0,0.0020181634712411706,0.04488428133696163,0.0,0.0,0.0,0.0,1.0
145,3964.0,0.0007568113017154389,0.027503260954524846,0.0,0.0,0.0,0.0,1.0
146,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,3964.0,0.09308779011099899,0.29059207853319585,0.0,0.0,0.0,0.0,1.0
148,3964.0,0.0005045408678102926,0.022459153032769887,0.0,0.0,0.0,0.0,1.0
149,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,3964.0,0.0010090817356205853,0.031754021138354876,0.0,0.0,0.0,0.0,1.0
151,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,3964.0,0.0037840565085771947,0.0614059334118537,0.0,0.0,0.0,0.0,1.0
158,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,3964.0,0.014127144298688193,0.11803000674776512,0.0,0.0,0.0,0.0,1.0
163,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,3964.0,0.0012613521695257316,0.03549759204391997,0.0,0.0,0.0,0.0,1.0
166,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,3964.0,0.007820383451059535,0.08809757641804668,0.0,0.0,0.0,0.0,1.0
177,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,3964.0,0.004288597376387487,0.06535505204116132,0.0,0.0,0.0,0.0,1.0
191,3964.0,0.059788092835519675,0.23712372586297967,0.0,0.0,0.0,0.0,1.0
192,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,3964.0,0.004288597376387487,0.06535505204116132,0.0,0.0,0.0,0.0,1.0
198,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,3964.0,0.03002018163471241,0.1706643431951175,0.0,0.0,0.0,0.0,1.0
201,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,3964.0,0.0017658930373360242,0.041990706915421026,0.0,0.0,0.0,0.0,1.0
203,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,3964.0,0.005549949545913219,0.07430033832387045,0.0,0.0,0.0,0.0,1.0
208,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,3964.0,0.006811301715438951,0.0822594365483828,0.0,0.0,0.0,0.0,1.0
210,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,3964.0,0.04313824419778002,0.2031938772807027,0.0,0.0,0.0,0.0,1.0
213,3964.0,0.008577194752774974,0.09222674361485976,0.0,0.0,0.0,0.0,1.0
214,3964.0,0.012865792129162463,0.11270966343439458,0.0,0.0,0.0,0.0,1.0
215,3964.0,0.09485368314833502,0.29304969963088806,0.0,0.0,0.0,0.0,1.0
216,3964.0,0.015388496468213926,0.12310773303386574,0.0,0.0,0.0,0.0,1.0
217,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,3964.0,0.041120080726538846,0.1985929732489654,0.0,0.0,0.0,0.0,1.0
220,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,3964.0,0.060544904137235116,0.23852373317169695,0.0,0.0,0.0,0.0,1.0
223,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,3964.0,0.01160443995963673,0.10711055572906258,0.0,0.0,0.0,0.0,1.0
227,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,3964.0,0.005802219979818365,0.07596058073768659,0.0,0.0,0.0,0.0,1.0
231,3964.0,0.0002522704339051463,0.015883023449744897,0.0,0.0,0.0,0.0,1.0
232,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,3964.0,0.005802219979818365,0.07596058073768659,0.0,0.0,0.0,0.0,1.0
234,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,3964.0,0.0052976791120080725,0.07260126315165394,0.0,0.0,0.0,0.0,1.0
238,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,3964.0,0.006811301715438951,0.0822594365483828,0.0,0.0,0.0,0.0,1.0
241,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,3964.0,0.012108980827447022,0.10938634247626036,0.0,0.0,0.0,0.0,1.0
246,3964.0,0.005045408678102927,0.07086056191231394,0.0,0.0,0.0,0.0,1.0
247,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,3964.0,0.0005045408678102926,0.022459153032769887,0.0,0.0,0.0,0.0,1.0
249,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,3964.0,0.006306760847628658,0.07917428237346925,0.0,0.0,0.0,0.0,1.0
251,3964.0,0.00479313824419778,0.06907508773053522,0.0,0.0,0.0,0.0,1.0
252,3964.0,0.04414732593340061,0.20544826021641988,0.0,0.0,0.0,0.0,1.0
253,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,3964.0,0.018163471241170535,0.13355919874223982,0.0,0.0,0.0,0.0,1.0
256,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,3964.0,0.0027749747729566097,0.052611525026425784,0.0,0.0,0.0,0.0,1.0
266,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,3964.0,0.01160443995963673,0.10711055572906258,0.0,0.0,0.0,0.0,1.0
269,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,3964.0,0.003279515640766902,0.05718028714177159,0.0,0.0,0.0,0.0,1.0
271,3964.0,0.004036326942482341,0.0634117449623681,0.0,0.0,0.0,0.0,1.0
272,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,3964.0,0.0010090817356205853,0.03175402113835488,0.0,0.0,0.0,0.0,1.0
276,3964.0,0.0020181634712411706,0.04488428133696162,0.0,0.0,0.0,0.0,1.0
277,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,3964.0,0.0025227043390514633,0.05016946541782403,0.0,0.0,0.0,0.0,1.0
282,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,3964.0,0.022956609485368314,0.1497840556264822,0.0,0.0,0.0,0.0,1.0
284,3964.0,0.004036326942482341,0.0634117449623681,0.0,0.0,0.0,0.0,1.0
285,3964.0,0.0027749747729566097,0.052611525026425784,0.0,0.0,0.0,0.0,1.0
286,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,3964.0,0.08804238143289607,0.2833922734319131,0.0,0.0,0.0,0.0,1.0
295,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,3964.0,0.0002522704339051463,0.0158830234497449,0.0,0.0,0.0,0.0,1.0
298,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,3964.0,0.0005045408678102926,0.022459153032769887,0.0,0.0,0.0,0.0,1.0
301,3964.0,0.06987891019172553,0.2549749963630723,0.0,0.0,0.0,0.0,1.0
302,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,3964.0,0.0075681130171543895,0.08667601699810573,0.0,0.0,0.0,0.0,1.0
306,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,3964.0,0.02749747729566095,0.16354850594337172,0.0,0.0,0.0,0.0,1.0
310,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,3964.0,0.009081735620585268,0.09487638546133678,0.0,0.0,0.0,0.0,1.0
315,3964.0,0.004288597376387487,0.06535505204116132,0.0,0.0,0.0,0.0,1.0
316,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,3964.0,0.01639757820383451,0.1270148316265826,0.0,0.0,0.0,0.0,1.0
320,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,3964.0,0.04137235116044399,0.19917501716189234,0.0,0.0,0.0,0.0,1.0
323,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,3964.0,0.16548940464177597,0.3716685480405526,0.0,0.0,0.0,0.0,1.0
326,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,3964.0,0.0002522704339051463,0.0158830234497449,0.0,0.0,0.0,0.0,1.0
331,3964.0,0.0010090817356205853,0.03175402113835488,0.0,0.0,0.0,0.0,1.0
332,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,3964.0,0.06079717457114026,0.23898804705141258,0.0,0.0,0.0,0.0,1.0
334,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,3964.0,0.005549949545913219,0.07430033832387045,0.0,0.0,0.0,0.0,1.0
339,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,3964.0,0.006306760847628658,0.07917428237346924,0.0,0.0,0.0,0.0,1.0
342,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,3964.0,0.008072653884964682,0.08949584742294091,0.0,0.0,0.0,0.0,1.0
346,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,3964.0,0.07568113017154389,0.2645206010114509,0.0,0.0,0.0,0.0,1.0
351,3964.0,0.0012613521695257316,0.03549759204391997,0.0,0.0,0.0,0.0,1.0
352,3964.0,0.004036326942482341,0.0634117449623681,0.0,0.0,0.0,0.0,1.0
353,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,3964.0,0.951816347124117,0.21418114066033284,0.0,1.0,1.0,1.0,1.0
357,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,3964.0,0.06458123107971746,0.2458164748331928,0.0,0.0,0.0,0.0,1.0
361,3964.0,0.04641775983854692,0.21041463949108763,0.0,0.0,0.0,0.0,1.0
362,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,3964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
