index,CID,SMILES,mHash,mHashGeneric
134,TRY-UNI-714a760b-11,Cc1ccncc1NC(=O)NC1CCCCC1,c1cncc(NCNC2CCCCC2)c1,C1CCC(CCCC2CCCCC2)CC1
135,TRY-UNI-714a760b-12,Cc1ccncc1NC(=O)Nc1cccc(Cl)c1,c1ccc(NCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
136,TRY-UNI-714a760b-13,Cc1c(N)cncc1NC(=O)C(C)C1CCCCC1,c1cncc(NCCC2CCCCC2)c1,C1CCC(CCCC2CCCCC2)CC1
137,TRY-UNI-714a760b-14,Cc1c(N)cncc1NC(=O)C(C)c1ccccc1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
138,TRY-UNI-714a760b-15,Cc1c(N)cncc1NC(=O)C(C)c1cccc(Cl)c1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
139,TRY-UNI-714a760b-16,Cc1ccncc1NC(=O)C(C)C1CCCCC1,c1cncc(NCCC2CCCCC2)c1,C1CCC(CCCC2CCCCC2)CC1
140,TRY-UNI-714a760b-17,Cc1ccncc1NC(=O)C(C)c1ccccc1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
141,TRY-UNI-714a760b-18,Cc1ccncc1NC(=O)C(C)c1cccc(Cl)c1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
142,TRY-UNI-714a760b-19,Cc1c(N)cncc1NC(=O)Cc1cccc(C#N)c1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
143,TRY-UNI-714a760b-20,Cc1ccncc1NC(=O)Cc1cccc(C#N)c1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
144,TRY-UNI-714a760b-21,Cc1c(N)cncc1NC(=O)C(C)c1cccc(C#N)c1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
145,TRY-UNI-714a760b-22,Cc1ccncc1NC(=O)C(C)c1cccc(C#N)c1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
146,TRY-UNI-714a760b-23,Cc1c(N)cncc1NC(=O)Nc1cccc(C#N)c1,c1ccc(NCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
147,TRY-UNI-714a760b-24,Cc1ccncc1NC(=O)Nc1cccc(C#N)c1,c1ccc(NCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
148,TRY-UNI-1fd04853-1,CCNc1ncc(C#N)cc1CC(=O)Nc1cnccc1C,c1cncc(CCNc2cccnc2)c1,C1CCC(CCCC2CCCCC2)CC1
149,TRY-UNI-1fd04853-2,CCNc1ncc(C#N)cc1NC(=O)Nc1cnccc1C,c1cncc(NCNc2cccnc2)c1,C1CCC(CCCC2CCCCC2)CC1
150,TRY-UNI-1fd04853-3,Cc1ccncc1NC(=O)Nc1cc(C#N)cnc1CCNS(C)(=O)=O,c1cncc(NCNc2cccnc2)c1,C1CCC(CCCC2CCCCC2)CC1
151,TRY-UNI-1fd04853-4,NS(=O)(=O)c1ccc2scc(CN3CCC(O)CC3)c2c1,c1ccc2c(CN3CCCCC3)c[s]c2c1,C1CCC(CC2CCC3CCCCC32)CC1
152,TRY-UNI-1fd04853-5,O=C(Cc1c[nH]c2ncccc12)NCc1cccc(Cl)c1,c1ccc(CNCCc2c[nH]c3ncccc23)cc1,C1CCC(CCCCC2CCC3CCCCC23)CC1
153,TRY-UNI-1fd04853-6,N#Cc1cccc(CNC(=O)Cc2c[nH]c3ncccc23)c1,c1ccc(CNCCc2c[nH]c3ncccc23)cc1,C1CCC(CCCCC2CCC3CCCCC23)CC1
154,TRY-UNI-1fd04853-7,O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cc1,c1ccc(CNCCc2c[nH]c3ncccc23)cc1,C1CCC(CCCCC2CCC3CCCCC23)CC1
155,TRY-UNI-1fd04853-8,N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)cc1,c1ccc(CNCCc2c[nH]c3ncccc23)cc1,C1CCC(CCCCC2CCC3CCCCC23)CC1
156,TRY-UNI-1fd04853-9,O=C(Cc1c[nH]c2ncccc12)NCc1cc(Cl)ccn1,c1ccc(CNCCc2c[nH]c3ncccc23)nc1,C1CCC(CCCCC2CCC3CCCCC23)CC1
157,TRY-UNI-1fd04853-10,N#Cc1ccnc(CNC(=O)Cc2c[nH]c3ncccc23)c1,c1ccc(CNCCc2c[nH]c3ncccc23)nc1,C1CCC(CCCCC2CCC3CCCCC23)CC1
158,TRY-UNI-1fd04853-11,O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cn1,c1ccc(CNCCc2c[nH]c3ncccc23)nc1,C1CCC(CCCCC2CCC3CCCCC23)CC1
159,TRY-UNI-1fd04853-12,N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)nc1,c1ccc(CNCCc2c[nH]c3ncccc23)nc1,C1CCC(CCCCC2CCC3CCCCC23)CC1
160,PAU-WEI-c6d65c11-1,O=C(CCl)N1CC[C@H](C(=O)N2CCCCC2)[C@@H](CCc2ccccc2)C1,c1ccc(CCC2CNCCC2CN2CCCCC2)cc1,C1CCC(CCC2CCCCC2CC2CCCCC2)CC1
161,ANT-DIA-b7f58f21-1,CS(=O)(=O)NCCc1cccnc1,c1ccncc1,C1CCCCC1
162,ANT-DIA-b7f58f21-2,CS(=O)(=O)NCCc1cccc(O)c1,c1ccccc1,C1CCCCC1
163,ANT-DIA-b7f58f21-3,CS(=O)(=O)NCCc1ccccc1O,c1ccccc1,C1CCCCC1
164,ANT-DIA-b7f58f21-4,CC(=O)NCCc1ccccc1,c1ccccc1,C1CCCCC1
165,ANT-DIA-b7f58f21-5,CS(=O)(=O)NCCc1cscn1,c1c[s]cn1,C1CCCC1
166,ANT-DIA-b7f58f21-6,CS(=O)(=O)NCCc1ccc2nc(N)sc2c1,c1ccc2[s]cnc2c1,C1CCC2CCCC2C1
167,ANT-DIA-b7f58f21-7,CS(=O)(=O)NCCc1ccc2ncsc2c1,c1ccc2[s]cnc2c1,C1CCC2CCCC2C1
168,ANT-DIA-b7f58f21-8,CCNc1ccc(C#N)cc1CCNS(C)(=O)=O,c1ccccc1,C1CCCCC1
169,ANT-DIA-b7f58f21-9,CS(=O)(=O)NCCc1cc(C#N)ccc1NC(=O)N1CCOCC1,c1ccc(NCN2CCOCC2)cc1,C1CCC(CCC2CCCCC2)CC1
170,PAT-UNK-b2d83456-1,CC(=O)N1CCN(Cc2cccc(C#N)c2)CC1,c1ccc(CN2CCNCC2)cc1,C1CCC(CC2CCCCC2)CC1
171,PAT-UNK-b2d83456-2,CC#Cc1cccc(CN2CCN(C(C)=O)CC2)c1,c1ccc(CN2CCNCC2)cc1,C1CCC(CC2CCCCC2)CC1
172,PAT-UNK-b2d83456-3,CC(=O)N1CCN(Cc2cccc(N3CCCCC3)c2)CC1,c1cc(CN2CCNCC2)cc(N2CCCCC2)c1,C1CCC(CC2CCCC(C3CCCCC3)C2)CC1
173,PAT-UNK-b2d83456-4,CC(=O)NCCc1c[nH]c2c(CN3CCN(C(C)=O)CC3)cccc12,c1cc(CN2CCNCC2)c2[nH]ccc2c1,C1CCC(CC2CCCC3CCCC32)CC1
174,PAT-UNK-b2d83456-5,CC(=O)NCCc1c[nH]c2c(CN3CCN(C(C)=O)CC3)cc(C#N)cc12,c1cc(CN2CCNCC2)c2[nH]ccc2c1,C1CCC(CC2CCCC3CCCC32)CC1
175,CAR-INS-33b3c115-1,O=C(C(=O)N1CCN(C(=O)c2cccc(F)c2)CC1)c1c[nH]c2cnccc12,c1ccc(CN2CCN(CCc3c[nH]c4cnccc34)CC2)cc1,C1CCC(CC2CCC(CCC3CCC4CCCCC43)CC2)CC1
176,CAR-INS-33b3c115-2,O=C(C(=O)N1CCN(C(=O)c2cccc(Cl)c2)CC1)c1c[nH]c2cnccc12,c1ccc(CN2CCN(CCc3c[nH]c4cnccc34)CC2)cc1,C1CCC(CC2CCC(CCC3CCC4CCCCC43)CC2)CC1
177,CAR-INS-33b3c115-3,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2cnccc12,c1ccc(CN2CCN(CCc3c[nH]c4cnccc34)CC2)cc1,C1CCC(CC2CCC(CCC3CCC4CCCCC43)CC2)CC1
178,CAR-INS-33b3c115-4,COc1cncc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,c1ccc(CN2CCN(CCc3c[nH]c4cnccc34)CC2)cc1,C1CCC(CC2CCC(CCC3CCC4CCCCC43)CC2)CC1
179,NIM-UNI-36e12f95-1,CC(=O)N1CCNC2NC(=O)N(c3cccnc3)C21,c1cncc(N2CNC3NCCNC32)c1,C1CCC(C2CCC3CCCCC32)CC1
180,NIM-UNI-36e12f95-2,CC(=O)N1CCN(Cc2ccccc2)C2NC(=O)N(c3cccnc3)C21,c1ccc(CN2CCNC3C2NCN3c2cccnc2)cc1,C1CCC(CC2CCCC3C(C4CCCCC4)CCC23)CC1
181,NIM-UNI-36e12f95-3,CC(=O)c1ccc(Br)c2[nH]c(=O)n(-c3cccnc3)c12,c1cncc(N2CNc3ccccc32)c1,C1CCC(C2CCC3CCCCC32)CC1
182,NIM-UNI-36e12f95-4,CC(=O)c1ccc(Cc2ccc(Br)cc2)c2[nH]c(=O)n(-c3cccnc3)c12,c1ccc(Cc2cccc3c2NCN3c2cccnc2)cc1,C1CCC(CC2CCCC3C(C4CCCCC4)CCC23)CC1
183,NIM-UNI-36e12f95-5,CC(=O)c1ccc(C#N)c2[nH]c(=O)n(-c3cccnc3)c12,c1cncc(N2CNc3ccccc32)c1,C1CCC(C2CCC3CCCCC32)CC1
184,ADA-UNI-f8e79267-1,CS(=O)(=O)NCCOC(C(=O)Nc1cccnc1)c1ccccc1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
185,ADA-UNI-f8e79267-2,CS(=O)(=O)NCCC(C(=O)Nc1cccnc1)c1ccccc1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
186,ADA-UNI-f8e79267-3,CS(=O)(=O)NCC1CC1(C(=O)Nc1cccnc1)c1ccccc1,c1ccc(C2(CNc3cccnc3)CC2)cc1,C1CCC(CCC2(C3CCCCC3)CC2)CC1
187,ADA-UNI-f8e79267-4,CNCCOC(C(=O)Nc1cccnc1)c1ccccc1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
188,ADA-UNI-f8e79267-5,CNCCC(C(=O)Nc1cccnc1)c1ccccc1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
189,ADA-UNI-f8e79267-6,CNCC1CC1(C(=O)Nc1cccnc1)c1ccccc1,c1ccc(C2(CNc3cccnc3)CC2)cc1,C1CCC(CCC2(C3CCCCC3)CC2)CC1
190,ADA-UNI-f8e79267-7,CS(=O)(=O)NCCOC(C(=O)Nc1cccnc1)c1cccc(Cl)c1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
191,ADA-UNI-f8e79267-8,CS(=O)(=O)NCCC(C(=O)Nc1cccnc1)c1cccc(Cl)c1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
192,ADA-UNI-f8e79267-9,CS(=O)(=O)NCC1CC1(C(=O)Nc1cccnc1)c1cccc(Cl)c1,c1ccc(C2(CNc3cccnc3)CC2)cc1,C1CCC(CCC2(C3CCCCC3)CC2)CC1
193,ADA-UNI-f8e79267-10,CNCCOC(C(=O)Nc1cccnc1)c1cccc(Cl)c1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
194,ADA-UNI-f8e79267-11,CNCCC(C(=O)Nc1cccnc1)c1cccc(Cl)c1,c1ccc(CCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
195,ADA-UNI-f8e79267-12,CNCC1CC1(C(=O)Nc1cccnc1)c1cccc(Cl)c1,c1ccc(C2(CNc3cccnc3)CC2)cc1,C1CCC(CCC2(C3CCCCC3)CC2)CC1
196,SAL-INS-3161d1be-1,O=C(Nc1ccncn1)Nc1sc2cc(CCc3ncc[nH]3)[nH]c2c1CC1CCC(O)CC1,c1cc(NCNc2[s]c3cc(CCc4ncc[nH]4)[nH]c3c2CC2CCCCC2)ncn1,C1CCC(CCCC2CC3CC(CCC4CCCC4)CC3C2CC2CCCCC2)CC1
197,SAL-INS-3161d1be-2,O=C(Nc1ccncn1)Nc1cc2[nH]cc(CCc3ncc[nH]3)c2s1,c1cc(NCNc2cc3[nH]cc(CCc4ncc[nH]4)c3[s]2)ncn1,C1CCC(CCCC2CC3CCC(CCC4CCCC4)C3C2)CC1
198,SAL-INS-3161d1be-3,O=C(Nc1ccncn1)Nc1sc2cc[nH]c2c1CC1CCC(O)CC1,c1cc(NCNc2[s]c3cc[nH]c3c2CC2CCCCC2)ncn1,C1CCC(CCCC2CC3CCCC3C2CC2CCCCC2)CC1
199,SAL-INS-3161d1be-4,OC1CCC(Cc2csc3c(CCc4ncc[nH]4)c[nH]c23)CC1,c1c[nH]c(CCc2c[nH]c3c(CC4CCCCC4)c[s]c23)n1,C1CCC(CC2CCC3C(CCC4CCCC4)CCC23)CC1
200,JAV-UNI-4503e1e6-1,CC(=O)N1Cc2ccccc2[C@H](c2ccccc2)[C@H]1Cc1cccnc1,c1ccc(C2c3ccccc3CNC2Cc2cccnc2)cc1,C1CCC(CC2CCC3CCCCC3C2C2CCCCC2)CC1
201,JOR-UNI-2fc98d0b-1,O=C(Nc1cccnc1)N(CN1CCOCC1)c1cccc(Cl)c1,c1ccc(N(CNc2cccnc2)CN2CCOCC2)cc1,C1CCC(CCC(CC2CCCCC2)C2CCCCC2)CC1
202,JOR-UNI-2fc98d0b-2,N=C(N)CCN(C(=O)Nc1cccnc1)c1cccc(Cl)c1,c1ccc(NCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
203,JOR-UNI-2fc98d0b-3,O=C(Nc1cccnc1)N(CN1CCC(O)CC1)c1cccc(Cl)c1,c1ccc(N(CNc2cccnc2)CN2CCCCC2)cc1,C1CCC(CCC(CC2CCCCC2)C2CCCCC2)CC1
204,JOR-UNI-2fc98d0b-4,O=C(Nc1cccnc1)N(CN1CCNCC1)c1cccc(Cl)c1,c1ccc(N(CNc2cccnc2)CN2CCNCC2)cc1,C1CCC(CCC(CC2CCCCC2)C2CCCCC2)CC1
205,JOR-UNI-2fc98d0b-5,CN1CCN(CN(C(=O)Nc2cccnc2)c2cccc(Cl)c2)CC1,c1ccc(N(CNc2cccnc2)CN2CCNCC2)cc1,C1CCC(CCC(CC2CCCCC2)C2CCCCC2)CC1
206,JOR-UNI-2fc98d0b-6,O=C(Nc1cccnc1)N(CCN1CCOCC1)c1cccc(Cl)c1,c1ccc(N(CCN2CCOCC2)CNc2cccnc2)cc1,C1CCC(CCC(CCC2CCCCC2)C2CCCCC2)CC1
207,JOR-UNI-2fc98d0b-7,O=C(Nc1cccnc1)Nc1cccc(Cl)c1,c1ccc(NCNc2cccnc2)cc1,C1CCC(CCCC2CCCCC2)CC1
208,JOR-UNI-2fc98d0b-8,O=C(Nc1cccnc1)N(CCC1CC1)c1cccc(Cl)c1,c1ccc(N(CCC2CC2)CNc2cccnc2)cc1,C1CCC(CCC(CCC2CC2)C2CCCCC2)CC1
209,JOR-UNI-2fc98d0b-9,O=C(Nc1cccnc1)N(CCN1CCCOCC1)c1cccc(Cl)c1,c1ccc(N(CCN2CCCOCC2)CNc2cccnc2)cc1,C1CCCC(CCC(CCC2CCCCC2)C2CCCCC2)CC1
210,JOR-UNI-2fc98d0b-10,O=C(Nc1cccnc1)N(CCN1CCNCC1)c1cccc(Cl)c1,c1ccc(N(CCN2CCNCC2)CNc2cccnc2)cc1,C1CCC(CCC(CCC2CCCCC2)C2CCCCC2)CC1
211,JOR-UNI-2fc98d0b-11,CN1CCN(CCN(C(=O)Nc2cccnc2)c2cccc(Cl)c2)CC1,c1ccc(N(CCN2CCNCC2)CNc2cccnc2)cc1,C1CCC(CCC(CCC2CCCCC2)C2CCCCC2)CC1
212,JOR-UNI-2fc98d0b-12,O=C(Nc1cccnc1)N(CCC1CCCCC1)c1cccc(Cl)c1,c1ccc(N(CCC2CCCCC2)CNc2cccnc2)cc1,C1CCC(CCC(CCC2CCCCC2)C2CCCCC2)CC1
213,JOR-UNI-2fc98d0b-13,O=C(Nc1cccnc1)N(CCN1CCC(O)CC1)c1cccc(Cl)c1,c1ccc(N(CCN2CCCCC2)CNc2cccnc2)cc1,C1CCC(CCC(CCC2CCCCC2)C2CCCCC2)CC1
214,JOR-UNI-2fc98d0b-14,CC1CCN(CN(C(=O)Nc2cccnc2)c2cccc(Cl)c2)CC1,c1ccc(N(CNc2cccnc2)CN2CCCCC2)cc1,C1CCC(CCC(CC2CCCCC2)C2CCCCC2)CC1
215,JOR-UNI-2fc98d0b-15,CC1CCN(CCN(C(=O)Nc2cccnc2)c2cccc(Cl)c2)CC1,c1ccc(N(CCN2CCCCC2)CNc2cccnc2)cc1,C1CCC(CCC(CCC2CCCCC2)C2CCCCC2)CC1
216,JOR-UNI-2fc98d0b-16,O=C(Nc1cccnc1)N(CN1CCCCC1)c1cccc(Cl)c1,c1ccc(N(CNc2cccnc2)CN2CCCCC2)cc1,C1CCC(CCC(CC2CCCCC2)C2CCCCC2)CC1
217,JOR-UNI-2fc98d0b-17,O=C(Nc1cccnc1)N(CCN1CCCCC1)c1cccc(Cl)c1,c1ccc(N(CCN2CCCCC2)CNc2cccnc2)cc1,C1CCC(CCC(CCC2CCCCC2)C2CCCCC2)CC1
218,ANT-STE-dbb91f63-1,COc1ccc(-n2cc(CN3CCN(C(=O)CCl)CC3)nn2)cc1,c1ccc(-n2cc(CN3CCNCC3)nn2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
219,ANT-STE-dbb91f63-2,COc1cccc(-n2cc(CN3CCN(C(=O)CCl)CC3)nn2)c1,c1ccc(-n2cc(CN3CCNCC3)nn2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
220,ANT-STE-dbb91f63-3,COc1ccccc1-n1cc(CN2CCN(C(=O)CCl)CC2)nn1,c1ccc(-n2cc(CN3CCNCC3)nn2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
221,KIM-UNI-2ee5d8f9-1,CC(=O)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,c1ccc(CN2CCNCC2)cc1,C1CCC(CC2CCCCC2)CC1
222,ANT-LOU-17aa1493-1,O=C(Nc1cc(O)c(O)c(O)c1)C(=O)Nc1cc(O)c(O)c(O)c1,c1ccc(NCCNc2ccccc2)cc1,C1CCC(CCCCC2CCCCC2)CC1
223,ANT-LOU-17aa1493-2,COc1cc(NC(=O)C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,c1ccc(NCCNc2ccccc2)cc1,C1CCC(CCCCC2CCCCC2)CC1
224,ANT-LOU-17aa1493-3,CCOC(=O)C(=O)Nc1cc(OC)c(OC)c(OC)c1,c1ccccc1,C1CCCCC1
225,KIM-UNI-7d12df64-1,CCNc1ccc(Cl)cc1CN1CCN(C(C)=O)CC1,c1ccc(CN2CCNCC2)cc1,C1CCC(CC2CCCCC2)CC1
226,KIM-UNI-7d12df64-2,CCNc1ccc(C#N)cc1CN1CCN(C(C)=O)CC1,c1ccc(CN2CCNCC2)cc1,C1CCC(CC2CCCCC2)CC1
227,KIM-UNI-7d12df64-3,CC(=O)Nc1ccc(Cl)cc1CN1CCN(C(C)=O)CC1,c1ccc(CN2CCNCC2)cc1,C1CCC(CC2CCCCC2)CC1
228,KIM-UNI-7d12df64-4,CC(=O)N1CCN(C2CCNc3ccc(Cl)cc32)CC1,c1ccc2c(c1)NCCC2N1CCNCC1,C1CCC(C2CCCC3CCCCC32)CC1
229,SAM-UNK-903735bd-1,CC(=O)NCCc1c[nH]c2c(CN3CCC(O)CC3)cc(F)cc12,c1cc(CN2CCCCC2)c2[nH]ccc2c1,C1CCC(CC2CCCC3CCCC32)CC1
230,SAM-UNK-903735bd-2,CC(=O)NCCc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,c1ccc2[nH]ccc2c1,C1CCC2CCCC2C1
231,AGN-NEW-9315dc74-1,Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)c1cccs1,C(=C/SNc1cccnc1)\NCc1ccc[s]1,C1CCC(CCCCCCC2CCCC2)CC1
232,AGN-NEW-9315dc74-2,COc1cnc(CS(=O)(=O)Nc2c(C)ccnc2F)cc1-c1cccs1,c1cncc(NSCc2cc(-c3ccc[s]3)ccn2)c1,C1CCC(CCCC2CCCC(C3CCCC3)C2)CC1
233,AGN-NEW-9315dc74-3,Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)C(C)C,c1ccncc1,C1CCCCC1
234,AGN-NEW-9315dc74-4,Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)C1CCCC1,C(=C/SNc1cccnc1)\NCC1CCCC1,C1CCC(CCCCCCC2CCCC2)CC1
235,AGN-NEW-9315dc74-5,Cc1ccncc1NS(=O)(=O)/C=C/NC(=O)c1cccs1,C(=C/SNc1cccnc1)\NCc1ccc[s]1,C1CCC(CCCCCCC2CCCC2)CC1
236,AGN-NEW-9315dc74-6,COc1cc(-c2cccs2)cc(CS(=O)(=O)Nc2c(C)ccnc2F)n1,c1cncc(NSCc2cc(-c3ccc[s]3)ccn2)c1,C1CCC(CCCC2CCCC(C3CCCC3)C2)CC1
237,AGN-NEW-95323f67-1,Cc1ccncc1NS(=O)(=O)/C=C/NC(=O)c1cccs1,C(=C/SNc1cccnc1)\NCc1ccc[s]1,C1CCC(CCCCCCC2CCCC2)CC1
238,AGN-NEW-95323f67-2,Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)C(C)C,c1ccncc1,C1CCCCC1
239,AGN-NEW-95323f67-3,COc1cnc(CS(=O)(=O)Nc2c(C)ccnc2F)cc1-c1cccs1,c1cncc(NSCc2cc(-c3ccc[s]3)ccn2)c1,C1CCC(CCCC2CCCC(C3CCCC3)C2)CC1
240,AGN-NEW-95323f67-4,COc1cc(-c2cccs2)cc(CS(=O)(=O)Nc2c(C)ccnc2F)n1,c1cncc(NSCc2cc(-c3ccc[s]3)ccn2)c1,C1CCC(CCCC2CCCC(C3CCCC3)C2)CC1
241,AGN-NEW-95323f67-5,Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)C1CCCC1,C(=C/SNc1cccnc1)\NCC1CCCC1,C1CCC(CCCCCCC2CCCC2)CC1
242,AGN-NEW-95323f67-6,Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)c1cccs1,C(=C/SNc1cccnc1)\NCc1ccc[s]1,C1CCC(CCCCCCC2CCCC2)CC1
243,AGN-NEW-051944a9-1,C=Cc1ncc(C)c(CCNC(=O)CN2CCNCC2)c1NC(=O)N(C)c1cc(C)ccn1,c1ccc(NCNc2cnccc2CCNCCN2CCNCC2)nc1,C1CCC(CCCCCC2CCCCC2CCCC2CCCCC2)CC1
244,AGN-NEW-051944a9-2,C=Cc1ncc(C)c(CCNC(=O)CN2CCNCC2)c1NC(=O)N(CN1CCOCC1)c1cc(C)ccn1,c1ccc(N(CNc2cnccc2CCNCCN2CCNCC2)CN2CCOCC2)nc1,C1CCC(CCCCCC2CCCCC2CCC(CC2CCCCC2)C2CCCCC2)CC1
245,AGN-NEW-051944a9-3,C#Cc1ncc(C)c(CCNC(=O)CN2CCNCC2)c1NC(=O)N(C)c1cc(C)ccn1,c1ccc(NCNc2cnccc2CCNCCN2CCNCC2)nc1,C1CCC(CCCCCC2CCCCC2CCCC2CCCCC2)CC1
246,AGN-NEW-051944a9-4,C#Cc1ncc(C)c(CCNC(=O)CN2CCNCC2)c1NC(=O)N(CN1CCOCC1)c1cc(C)ccn1,c1ccc(N(CNc2cnccc2CCNCCN2CCNCC2)CN2CCOCC2)nc1,C1CCC(CCCCCC2CCCCC2CCC(CC2CCCCC2)C2CCCCC2)CC1
247,AGN-NEW-fad6815c-1,C#Cc1ccnc(CN(C(=O)Nc2c(CN3CCOCC3)ccnc2C)c2nccc(C(C)C)n2)n1,c1cnc(CN(CNc2cnccc2CN2CCOCC2)c2ncccn2)nc1,C1CCC(CC2CCCCC2CCC(CC2CCCCC2)C2CCCCC2)CC1
248,AGN-NEW-fad6815c-2,C#Cc1cccc(CN(C(=O)Nc2c(CN3CCOCC3)ccnc2C)c2nccc(C(C)C)n2)n1,c1ccc(CN(CNc2cnccc2CN2CCOCC2)c2ncccn2)nc1,C1CCC(CC2CCCCC2CCC(CC2CCCCC2)C2CCCCC2)CC1
249,AGN-NEW-9d245c51-1,C=Cc1ncc(C)c(CCNC(C)=O)c1NC(=O)N(Cc1nc(F)nc(OC)n1)c1cc(C)ccn1,c1ccc(N(CNc2cccnc2)Cc2ncncn2)nc1,C1CCC(CCC(CC2CCCCC2)C2CCCCC2)CC1
250,AGN-NEW-9d245c51-2,C=Cc1ncc(C)c(CCNC(=O)CN2CCNCC2)c1NC(=O)N(CC1CCOCC1)c1cc(C)ccn1,c1ccc(N(CNc2cnccc2CCNCCN2CCNCC2)CC2CCOCC2)nc1,C1CCC(CCCCCC2CCCCC2CCC(CC2CCCCC2)C2CCCCC2)CC1
251,AGN-NEW-9d245c51-3,C=Cc1ncc(C)c(CCNC(C)=O)c1NC(=O)N(Cc1ncnc(OC)n1)c1cc(C)ccn1,c1ccc(N(CNc2cccnc2)Cc2ncncn2)nc1,C1CCC(CCC(CC2CCCCC2)C2CCCCC2)CC1
252,AGN-NEW-9d245c51-4,C=Cc1ncc(C)c(CCNC(=O)CN2CCCCC2)c1NC(=O)N(Cc1ncnc(OC)n1)c1cc(C)ccn1,c1ccc(N(CNc2cnccc2CCNCCN2CCCCC2)Cc2ncncn2)nc1,C1CCC(CCCCCC2CCCCC2CCC(CC2CCCCC2)C2CCCCC2)CC1
253,AGN-NEW-9d245c51-5,C=Cc1ncc(C)c(CCNC(=O)CN2CCOCC2)c1NC(=O)N(Cc1ncnc(OC)n1)c1cc(C)ccn1,c1ccc(N(CNc2cnccc2CCNCCN2CCOCC2)Cc2ncncn2)nc1,C1CCC(CCCCCC2CCCCC2CCC(CC2CCCCC2)C2CCCCC2)CC1
254,AGN-NEW-5f02c22c-1,C=CC(=O)N1CC(CCN(C(=O)Nc2c(C)ncc(C)c2CCN2CCOCC2)c2cc(C)ccn2)C1,c1ccc(N(CCC2CNC2)CNc2cnccc2CCN2CCOCC2)nc1,C1CCC(CCC2CCCCC2CCC(CCC2CCC2)C2CCCCC2)CC1
255,AGN-NEW-817c14da-1,C#Cc1cccc(CN(C(=O)Nc2c(CN3CCOCC3)ccnc2C)c2nccc(C(C)C)n2)n1,c1ccc(CN(CNc2cnccc2CN2CCOCC2)c2ncccn2)nc1,C1CCC(CC2CCCCC2CCC(CC2CCCCC2)C2CCCCC2)CC1
256,AGN-NEW-817c14da-2,C#Cc1cccc(CN(C(=O)Nc2c(CN3CCCCC3)ccnc2C)c2nccc(C(C)C)n2)n1,c1ccc(CN(CNc2cnccc2CN2CCCCC2)c2ncccn2)nc1,C1CCC(CC2CCCCC2CCC(CC2CCCCC2)C2CCCCC2)CC1
