Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
9         ,29        ,003_15694.sdf            ,010_17334.mol2           ,0.00150        ,0.00150        ,0.00150        ,No        ,8:19,17:12,18:42,30:13,31:14,32:15,33:16,34:17,35:18
9         ,30        ,003_15694.sdf            ,011_15697.sdf            ,0.00014        ,0.00014        ,0.00014        ,No        ,8:9,9:10,10:11,17:17,18:18,19:19,20:20
9         ,31        ,003_15694.sdf            ,011_16393.mol2           ,0.00303        ,0.00303        ,0.00303        ,No        ,8:48,17:15,18:16,19:17,20:18,21:49,30:28,31:29,32:30,33:31,34:32,35:33
9         ,32        ,003_15694.sdf            ,011_17334.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,18:20,20:19
10        ,11        ,004_14348.sdf            ,004_15696.mol2           ,0.00150        ,0.00150        ,0.00150        ,No        ,7:6,8:7,9:8,15:14,16:15,17:16,28:45
10        ,12        ,004_14348.sdf            ,004_17334.sdf            ,0.00150        ,0.00150        ,0.00150        ,No        ,7:19,8:20,10:22,11:23,12:24,13:25,14:26
10        ,13        ,004_14348.sdf            ,005_14336.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,15:14,16:15,17:16
10        ,14        ,004_14348.sdf            ,005_14348.mol2           ,0.00091        ,0.00091        ,0.00091        ,No        ,7:44,9:9,15:15,16:16,17:17,18:18,19:19,20:46
10        ,15        ,004_14348.sdf            ,005_14349.sdf            ,0.63763        ,0.63763        ,0.63763        ,No        ,0:0,1:1,3:2,4:3,5:4,6:5,7:6,8:7,9:8,10:9,11:10,12:11,13:12,14:13,15:14,16:15,17:16,18:17,19:18,20:19,21:20,22:21,23:22,24:23,25:24,26:25,27:26,28:27,29:28,30:29,31:30,32:31,33:32,34:33,35:34
10        ,16        ,004_14348.sdf            ,006_15694.sdf            ,0.00674        ,0.00674        ,0.00674        ,No        ,3:6,4:5,5:4,6:37,28:30,29:31,30:32,31:33,32:34,33:35,34:36,35:7
10        ,17        ,004_14348.sdf            ,006_15697.mol2           ,0.00203        ,0.00203        ,0.00203        ,No        ,18:52,19:21,20:22,21:23,22:29,23:27,24:26,25:25,26:56,27:24
10        ,18        ,004_14348.sdf            ,006_16393.sdf            ,0.00580        ,0.00580        ,0.00580        ,No        ,0:2,1:1,2:0,3:3,4:35,5:34,6:6,7:7,15:15,16:16,17:17,18:18,34:5,35:4
10        ,19        ,004_14348.sdf            ,007_14347.sdf            ,0.00022        ,0.00022        ,0.00022        ,No        ,16:7,17:8,19:18,20:19,21:20,22:26,23:24,24:23,25:22,27:21
10        ,20        ,004_14348.sdf            ,007_15694.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,0:1,1:2,2:42,3:43
10        ,21        ,004_14348.sdf            ,007_15696.sdf            ,0.00150        ,0.00150        ,0.00150        ,No        ,7:6,8:7,9:8,15:14,16:15,17:16
10        ,22        ,004_14348.sdf            ,008_14330.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,16:1,18:2,19:3,20:40
10        ,23        ,004_14348.sdf            ,008_14349.sdf            ,0.00783        ,0.00783        ,0.00783        ,No        ,0:0,1:1,3:2,4:3,5:4,6:5,7:6,8:7,9:8,15:14,16:15,17:16,18:17,34:33,35:34
10        ,24        ,004_14348.sdf            ,008_15697.sdf            ,0.00674        ,0.00674        ,0.00674        ,No        ,7:9,8:10,9:11,10:12,11:13,12:14,13:15,14:16,15:17,16:18,17:19,18:20,19:21,20:22
10        ,25        ,004_14348.sdf            ,009_10920.mol2           ,0.00106        ,0.00106        ,0.00106        ,No        ,6:52,7:19,8:17,9:18,15:20,16:21,17:56,18:55,28:54
10        ,26        ,004_14348.sdf            ,009_14348.sdf            ,0.00370        ,0.00370        ,0.00370        ,No        ,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,16:16,17:17,18:18,19:19,20:20
10        ,27        ,004_14348.sdf            ,009_16393.sdf            ,0.70469        ,0.70469        ,0.70469        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35
10        ,28        ,004_14348.sdf            ,010_17333.sdf            ,0.01228        ,0.01228        ,0.01228        ,No        ,3:30,4:32,5:33,6:27,7:19,8:20,10:22,11:23,12:24,13:25,14:26,15:12,16:1,34:28,35:29
10        ,29        ,004_14348.sdf            ,010_17334.mol2           ,0.00475        ,0.00475        ,0.00475        ,No        ,1:52,3:30,4:29,5:28,6:27,7:19,15:12,16:1,17:0,28:42,34:32,35:31
10        ,30        ,004_14348.sdf            ,011_15697.sdf            ,0.00061        ,0.00061        ,0.00061        ,No        ,15:17,16:18,17:19,18:20,19:21
10        ,31        ,004_14348.sdf            ,011_16393.mol2           ,0.00136        ,0.00136        ,0.00136        ,No        ,7:7,8:8,10:10,11:11,12:12,13:13,14:14,15:15,28:48
10        ,32        ,004_14348.sdf            ,011_17334.sdf            ,0.00335        ,0.00335        ,0.00335        ,No        ,7:19,8:20,9:21,15:12,16:1,18:2,19:3,20:4
11        ,12        ,004_15696.mol2           ,004_17334.sdf            ,0.00303        ,0.00303        ,0.00303        ,No        ,6:19,7:20,8:21,14:12,15:1,17:2,18:3,19:4,45:13,50:5
11        ,13        ,004_15696.mol2           ,005_14336.sdf            ,0.00129        ,0.00129        ,0.00129        ,No        ,2:35,3:34,4:33,5:5,6:6,7:7,8:8,14:14,15:19,33:4,34:3,45:15,60:1
11        ,14        ,004_15696.mol2           ,005_14348.mol2           ,0.01657        ,0.01657        ,0.01657        ,Yes       ,2:3,3:4,4:5,5:6,6:7,7:8,8:9,9:10,10:11,11:12,12:13,13:14,14:15,15:16,16:17,17:18,18:19,19:20,25:26,33:34,34:35,40:39,41:40,42:41,43:42,44:43,45:44,46:45,47:47,48:46,49:48,50:49,59:58,60:59
11        ,15        ,004_15696.mol2           ,005_14349.sdf            ,0.00166        ,0.00166        ,0.00166        ,No        ,6:6,7:7,8:8,14:14,15:15,16:16,45:27
11        ,16        ,004_15696.mol2           ,006_15694.sdf            ,0.00150        ,0.00150        ,0.00150        ,No        ,18:22,19:21,27:32,28:31,29:30,30:35,31:34,32:33,47:23,50:20,56:17
11        ,17        ,004_15696.mol2           ,006_15697.mol2           ,0.00150        ,0.00150        ,0.00150        ,No        ,6:9,7:10,8:11,14:17,15:18,17:20,18:21,45:49,46:50,47:51,48:52
11        ,18        ,004_15696.mol2           ,006_16393.sdf            ,0.00123        ,0.00123        ,0.00123        ,No        ,15:16,16:17,17:18,18:19,19:20,50:21
11        ,19        ,004_15696.mol2           ,007_14347.sdf            ,0.00064        ,0.00064        ,0.00064        ,No        ,6:6,7:7,8:8,14:14,15:18,45:15
11        ,20        ,004_15696.mol2           ,007_15694.mol2           ,0.00012        ,0.00012        ,0.00012        ,No        ,2:4,3:37,4:36,5:7,6:8,7:9,8:10,33:6,34:5,40:68,41:67,59:48,60:47
11        ,21        ,004_15696.mol2           ,007_15696.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,6:17,7:15
11        ,22        ,004_15696.mol2           ,008_14330.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,0:1,37:12,38:2,39:0
11        ,23        ,004_15696.mol2           ,008_14349.sdf            ,0.00136        ,0.00136        ,0.00136        ,No        ,6:6,7:7,9:9,10:10,11:11,12:12,13:13,14:14,45:15
11        ,24        ,004_15696.mol2           ,008_15697.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,6:9,7:10,16:19
11        ,25        ,004_15696.mol2           ,009_10920.mol2           ,0.00203        ,0.00203        ,0.00203        ,No        ,2:4,3:5,4:6,5:7,6:8,14:16,15:17,17:19,18:20,33:35,34:36,40:46,41:47,45:51,46:52,47:53,48:54,59:65,60:66
11        ,26        ,004_15696.mol2           ,009_14348.sdf            ,0.00055        ,0.00055        ,0.00055        ,No        ,6:7,7:8,8:9,14:15,45:16
11        ,27        ,004_15696.mol2           ,009_16393.sdf            ,0.00150        ,0.00150        ,0.00150        ,No        ,6:7,7:8,8:9,14:15,15:16,16:17,45:28
11        ,28        ,004_15696.mol2           ,010_17333.sdf            ,0.00335        ,0.00335        ,0.00335        ,No        ,6:19,7:20,8:21,14:12,15:1,16:0,17:2,18:3,19:4,45:13,50:5
11        ,29        ,004_15696.mol2           ,010_17334.mol2           ,0.00111        ,0.00111        ,0.00111        ,No        ,14:12,15:1,16:0,17:2,18:3,19:4,45:42,46:33,47:35,48:34,49:36,50:37
11        ,30        ,004_15696.mol2           ,011_15697.sdf            ,0.00101        ,0.00101        ,0.00101        ,No        ,2:25,3:24,4:23,5:29,7:18,14:21,33:27,34:26,41:22,45:20,59:28
11        ,31        ,004_15696.mol2           ,011_16393.mol2           ,0.00499        ,0.00499        ,0.00499        ,Yes       ,2:3,3:4,4:5,5:6,6:7,7:8,8:9,14:15,15:16,16:17,17:18,18:19,19:20,33:34,34:35,40:43,41:44,45:48,46:49,47:51,48:50,49:53,50:52,59:62,60:63
11        ,32        ,004_15696.mol2           ,011_17334.sdf            ,0.00075        ,0.00075        ,0.00075        ,No        ,6:19,14:12,15:1,16:0,45:13
12        ,13        ,004_17334.sdf            ,005_14336.sdf            ,0.00101        ,0.00101        ,0.00101        ,No        ,0:16,1:15,2:17,3:18,4:19,12:14,19:6
12        ,14        ,004_17334.sdf            ,005_14348.mol2           ,0.01111        ,0.01111        ,0.01111        ,Yes       ,1:44,1:45,2:18,3:19,4:20,5:21,6:22,7:23,8:24,9:25,11:27,12:15,13:28,14:29,15:30,16:31,17:32,18:33,19:7
12        ,15        ,004_17334.sdf            ,005_14349.sdf            ,0.00166        ,0.00166        ,0.00166        ,No        ,19:6,20:7,22:9,23:10,24:11,25:12,26:13
12        ,16        ,004_17334.sdf            ,006_15694.sdf            ,0.00078        ,0.00078        ,0.00078        ,No        ,1:18,2:20,3:21,4:22,10:28
12        ,17        ,004_17334.sdf            ,006_15697.mol2           ,0.01111        ,0.01111        ,0.01111        ,No        ,0:19,1:18,2:20,3:21,4:22,5:23,6:29,7:27,8:26,9:25,10:56,11:24,12:17,13:49,19:9,20:10,21:11
12        ,18        ,004_17334.sdf            ,006_16393.sdf            ,0.00083        ,0.00083        ,0.00083        ,No        ,0:17,1:16,2:18,12:15
12        ,19        ,004_17334.sdf            ,007_14347.sdf            ,0.00641        ,0.00641        ,0.00641        ,No        ,0:16,1:15,2:17,3:18,4:19,12:14,27:4,28:5,29:33,30:34,31:2,32:3
12        ,20        ,004_17334.sdf            ,007_15694.mol2           ,0.00499        ,0.00499        ,0.00499        ,Yes       ,0:19,1:18,2:20,3:21,4:55,12:17,13:30,14:31,15:32,16:33,17:34,18:35,19:53
12        ,21        ,004_17334.sdf            ,007_15696.sdf            ,0.00352        ,0.00352        ,0.00352        ,Yes       ,19:6,20:7,21:8,27:5,28:33,29:34,30:2,31:3,32:4
12        ,22        ,004_17334.sdf            ,008_14330.mol2           ,0.01228        ,0.01228        ,0.01228        ,Yes       ,3:41,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,19:66,27:36,28:37,29:27,30:28,31:29,32:30
12        ,23        ,004_17334.sdf            ,008_14349.sdf            ,0.00370        ,0.00370        ,0.00370        ,No        ,0:16,1:15,2:17,3:18,12:14,19:6,20:7,21:8
12        ,24        ,004_17334.sdf            ,008_15697.sdf            ,0.00078        ,0.00078        ,0.00078        ,No        ,1:18,2:20,3:21,4:22,10:28
12        ,25        ,004_17334.sdf            ,009_10920.mol2           ,0.00430        ,0.00430        ,0.00430        ,No        ,1:17,2:19,3:20,4:21,5:22,6:23,7:24,8:25,9:26,10:27,11:28,12:16,13:51,19:8
12        ,26        ,004_17334.sdf            ,009_14348.sdf            ,0.00083        ,0.00083        ,0.00083        ,No        ,2:7,3:15,4:16,10:26,20:1
12        ,27        ,004_17334.sdf            ,009_16393.sdf            ,0.00150        ,0.00150        ,0.00150        ,No        ,19:7,20:8,22:10,23:11,24:12,25:13,26:14
12        ,28        ,004_17334.sdf            ,010_17333.sdf            ,0.00910        ,0.00910        ,0.00910        ,No        ,0:0,1:1,2:2,12:12,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26
12        ,29        ,004_17334.sdf            ,010_17334.mol2           ,0.00370        ,0.00370        ,0.00370        ,No        ,0:0,1:1,2:2,3:33,12:12,13:42,19:19,20:20,21:21
12        ,30        ,004_17334.sdf            ,011_15697.sdf            ,0.00150        ,0.00150        ,0.00150        ,No        ,12:17,13:30,14:31,15:32,16:33,17:34,18:35,19:9
12        ,31        ,004_17334.sdf            ,011_16393.mol2           ,0.00236        ,0.00236        ,0.00236        ,No        ,0:50,1:19,2:18,3:49,12:51,19:7,20:8,21:9,22:10,23:11,24:12,25:13,26:14
12        ,32        ,004_17334.sdf            ,011_17334.sdf            ,0.00674        ,0.00674        ,0.00674        ,No        ,1:1,2:2,12:12,19:19,20:20,22:22,23:23,24:24,25:25,26:26
13        ,14        ,005_14336.sdf            ,005_14348.mol2           ,0.00552        ,0.00552        ,0.00552        ,No        ,1:59,3:35,4:34,5:6,6:7,7:8,8:9,14:15,15:16,17:18,18:19,19:46,27:44,33:5,34:4,35:3,36:1,37:0,38:2
13        ,15        ,005_14336.sdf            ,005_14349.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,14:14,15:15,16:16
13        ,16        ,005_14336.sdf            ,006_15694.sdf            ,0.00020        ,0.00020        ,0.00020        ,No        ,0:1,3:5,4:6,5:7,6:8,7:9,8:10,33:36,34:37,35:4
13        ,17        ,005_14336.sdf            ,006_15697.mol2           ,0.02472        ,0.02472        ,0.02472        ,No        ,1:44,3:6,4:7,5:8,6:9,7:10,8:11,9:12,10:13,11:14,12:15,13:16,14:17,15:18,16:19,17:20,18:21,19:22,20:54,27:49,33:36,34:37,35:5,36:1,37:3,38:0,39:2
13        ,18        ,005_14336.sdf            ,006_16393.sdf            ,0.00248        ,0.00248        ,0.00248        ,No        ,14:15,15:16,27:28,28:29,29:30,30:31,31:32,32:33
13        ,19        ,005_14336.sdf            ,007_14347.sdf            ,0.00499        ,0.00499        ,0.00499        ,No        ,6:6,7:7,8:8,14:14,27:27,28:28,29:29,30:30,31:31,32:32,37:25
13        ,20        ,005_14336.sdf            ,007_15694.mol2           ,0.00021        ,0.00021        ,0.00021        ,No        ,1:47,3:5,4:6,5:7,6:8,7:9,8:10,14:17,27:53,33:36,34:37,35:4,36:1,37:2,38:0,39:3
13        ,21        ,005_14336.sdf            ,007_15696.sdf            ,0.00045        ,0.00045        ,0.00045        ,No        ,6:6,7:7,14:14,15:15,16:16
13        ,22        ,005_14336.sdf            ,008_14330.mol2           ,0.00552        ,0.00552        ,0.00552        ,No        ,1:66,3:36,4:37,5:27,6:19,7:20,8:21,15:38,17:2,18:3,19:4,20:5,21:11,22:9,23:8,24:7,25:44,26:6,33:28,34:29,35:30
13        ,23        ,005_14336.sdf            ,008_14349.sdf            ,0.00045        ,0.00045        ,0.00045        ,No        ,15:7,16:8,17:6,18:18
13        ,24        ,005_14336.sdf            ,008_15697.sdf            ,0.00096        ,0.00096        ,0.00096        ,No        ,0:3,1:1,2:2,3:5,4:6,5:7,7:10,33:8,34:36,35:37
13        ,25        ,005_14336.sdf            ,009_10920.mol2           ,0.03175        ,0.03175        ,0.03175        ,Yes       ,1:46,3:5,4:6,5:7,6:8,7:9,8:10,9:11,10:12,11:13,12:14,13:15,14:16,15:17,16:18,17:19,18:20,19:21,20:56,27:51,33:35,34:36,35:4,36:1,37:0,38:3,39:2
13        ,26        ,005_14336.sdf            ,009_14348.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,15:1,16:2
13        ,27        ,005_14336.sdf            ,009_16393.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,14:15,15:16,16:17
13        ,28        ,005_14336.sdf            ,010_17333.sdf            ,0.00166        ,0.00166        ,0.00166        ,No        ,6:2,7:1,14:3,15:4,20:5,21:6,22:7,23:8,24:9,25:10,26:11
13        ,29        ,005_14336.sdf            ,010_17334.mol2           ,0.02352        ,0.02352        ,0.02352        ,No        ,6:19,7:20,8:21,14:12,15:33,15:42,17:2,18:3,19:4,20:5,21:6,22:7,23:8,24:9,25:10,26:11,27:13,28:14,29:15,30:16,31:17,32:18
13        ,30        ,005_14336.sdf            ,011_15697.sdf            ,0.00083        ,0.00083        ,0.00083        ,No        ,6:9,7:10,9:12,10:13,11:14,12:15,13:16,15:21,17:20,18:18
13        ,31        ,005_14336.sdf            ,011_16393.mol2           ,0.01357        ,0.01357        ,0.01357        ,Yes       ,1:63,3:35,4:34,5:6,6:7,7:8,8:9,18:53,19:20,20:21,21:27,22:25,23:24,24:23,25:55,26:22,33:5,34:4,35:3,36:1,37:39,38:0,39:2
13        ,32        ,005_14336.sdf            ,011_17334.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
14        ,15        ,005_14348.mol2           ,005_14349.sdf            ,0.00101        ,0.00101        ,0.00101        ,No        ,9:8,15:14,16:15,17:16,18:17,19:18,44:6,46:19
14        ,16        ,005_14348.mol2           ,006_15694.sdf            ,0.00061        ,0.00061        ,0.00061        ,No        ,15:17,16:18,17:19,18:20,19:21,44:8,46:22
14        ,17        ,005_14348.mol2           ,006_15697.mol2           ,0.00823        ,0.00823        ,0.00823        ,No        ,3:5,4:6,5:7,6:8,7:9,8:10,9:11,15:17,16:18,17:19,18:20,19:21,20:22,34:36,35:37,39:44,40:45,44:49,45:50,46:51,47:52,48:53,49:54,58:63,59:64
14        ,18        ,005_14348.mol2           ,006_16393.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,0:16,1:15,8:0,36:17,37:18
14        ,19        ,005_14348.mol2           ,007_14347.sdf            ,0.00101        ,0.00101        ,0.00101        ,No        ,7:6,15:14,16:15,18:17,19:18,20:19,44:27,48:20
14        ,20        ,005_14348.mol2           ,007_15694.mol2           ,0.00032        ,0.00032        ,0.00032        ,No        ,0:2,1:1,2:0,3:4,4:37,5:36,6:7,7:8,8:9,9:10,34:6,35:5,36:42,37:43,38:41,39:68,40:67,58:48,59:47
14        ,21        ,005_14348.mol2           ,007_15696.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,16:7,18:6,45:5
14        ,22        ,005_14348.mol2           ,008_14330.mol2           ,0.00091        ,0.00091        ,0.00091        ,No        ,7:19,8:20,15:12,16:1,17:0,18:2,19:3,44:47,45:38,46:39,47:40
14        ,23        ,005_14348.mol2           ,008_14349.sdf            ,0.00068        ,0.00068        ,0.00068        ,No        ,7:6,8:7,9:8,15:14,44:27
14        ,24        ,005_14348.mol2           ,008_15697.sdf            ,0.00061        ,0.00061        ,0.00061        ,No        ,15:17,16:18,17:19,18:20,19:21,44:9,46:22
14        ,25        ,005_14348.mol2           ,009_10920.mol2           ,0.03877        ,0.03877        ,0.03877        ,Yes       ,0:0,1:1,2:3,3:4,4:5,5:6,6:7,7:8,8:9,9:10,15:16,16:17,17:18,18:19,19:20,21:22,22:23,23:24,24:25,25:26,26:27,27:28,34:35,35:36,36:37,37:39,38:38,39:46,40:47,44:51,45:52,46:53,47:54,50:57,51:58,52:59,53:60,58:65,59:66
14        ,26        ,005_14348.mol2           ,009_14348.sdf            ,0.00203        ,0.00203        ,0.00203        ,No        ,7:7,8:8,9:9,15:15,16:16,17:17,18:18,44:28,45:19
14        ,27        ,005_14348.mol2           ,009_16393.sdf            ,0.00091        ,0.00091        ,0.00091        ,No        ,9:9,15:15,16:16,17:17,18:18,19:19,44:7,46:20
14        ,28        ,005_14348.mol2           ,010_17333.sdf            ,0.00303        ,0.00303        ,0.00303        ,No        ,16:20,17:21,18:2,19:3,20:4,21:5,22:6,23:7,24:8,25:9,27:11,45:1
14        ,29        ,005_14348.mol2           ,010_17334.mol2           ,0.00745        ,0.00745        ,0.00745        ,No        ,7:19,8:20,9:21,15:12,16:1,17:0,28:13,29:14,30:15,31:16,32:17,33:18,44:42,54:43,55:44,56:45,57:46
14        ,30        ,005_14348.mol2           ,011_15697.sdf            ,0.00117        ,0.00117        ,0.00117        ,No        ,3:5,4:37,5:36,6:8,7:9,15:17,19:10,34:7,35:6,44:18,46:11,47:12
14        ,31        ,005_14348.mol2           ,011_16393.mol2           ,0.00745        ,0.00745        ,0.00745        ,No        ,0:0,1:1,2:39,3:3,4:35,5:34,6:6,7:7,8:8,9:9,15:20,16:19,17:51,18:18,26:26,28:53,34:5,35:4,36:37,37:36,38:38,39:63,40:62,44:52,45:49,58:44,59:43
14        ,32        ,005_14348.mol2           ,011_17334.sdf            ,0.00123        ,0.00123        ,0.00123        ,No        ,7:19,15:12,16:1,17:0,18:2,19:3,44:13,47:4
15        ,16        ,005_14349.sdf            ,006_15694.sdf            ,0.00745        ,0.00745        ,0.00745        ,No        ,2:6,3:5,4:4,5:37,27:30,28:31,29:32,30:33,31:34,32:35,33:36,34:7
15        ,17        ,005_14349.sdf            ,006_15697.mol2           ,0.00224        ,0.00224        ,0.00224        ,No        ,17:52,18:21,19:22,20:23,21:29,22:27,23:26,24:25,25:56,26:24
15        ,18        ,005_14349.sdf            ,006_16393.sdf            ,0.00525        ,0.00525        ,0.00525        ,No        ,0:0,1:1,2:3,3:35,4:34,5:6,6:7,14:15,15:16,16:17,17:18,33:5,34:4
15        ,19        ,005_14349.sdf            ,007_14347.sdf            ,0.00248        ,0.00248        ,0.00248        ,No        ,15:7,16:8,18:18,19:19,20:20,21:26,22:24,23:23,24:22,26:21
15        ,20        ,005_14349.sdf            ,007_15694.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,18:1,19:2,20:43
15        ,21        ,005_14349.sdf            ,007_15696.sdf            ,0.00166        ,0.00166        ,0.00166        ,No        ,6:6,7:7,8:8,14:14,15:15,16:16
15        ,22        ,005_14349.sdf            ,008_14330.mol2           ,0.00000        ,0.00000        ,0.00000        ,No        ,15:1,17:2,18:3,19:40
15        ,23        ,005_14349.sdf            ,008_14349.sdf            ,0.01228        ,0.01228        ,0.01228        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,14:14,15:15,16:16,17:17,33:33,34:34
15        ,24        ,005_14349.sdf            ,008_15697.sdf            ,0.00745        ,0.00745        ,0.00745        ,No        ,6:9,7:10,8:11,9:12,10:13,11:14,12:15,13:16,14:17,15:18,16:19,17:20,18:21,19:22
15        ,25        ,005_14349.sdf            ,009_10920.mol2           ,0.00117        ,0.00117        ,0.00117        ,No        ,5:52,6:19,7:17,8:18,14:20,15:21,16:56,17:55,27:54
15        ,26        ,005_14349.sdf            ,009_14348.sdf            ,0.00409        ,0.00409        ,0.00409        ,No        ,6:7,7:8,8:9,9:10,10:11,11:12,12:13,13:14,15:16,16:17,17:18,18:19,19:20
15        ,27        ,005_14349.sdf            ,009_16393.sdf            ,0.63763        ,0.63763        ,0.63763        ,Yes       ,0:2,1:1,2:3,3:4,4:5,5:6,6:7,7:8,8:9,9:10,10:11,11:12,12:13,13:14,14:15,15:16,16:17,17:18,18:19,19:20,20:21,21:22,22:23,23:24,24:25,25:26,26:27,27:28,28:29,29:30,30:31,31:32,32:33,33:34,34:35
15        ,28        ,005_14349.sdf            ,010_17333.sdf            ,0.01357        ,0.01357        ,0.01357        ,Yes       ,2:30,3:32,4:33,5:27,6:19,7:20,9:22,10:23,11:24,12:25,13:26,14:12,15:1,33:28,34:29
15        ,29        ,005_14349.sdf            ,010_17334.mol2           ,0.00525        ,0.00525        ,0.00525        ,No        ,1:52,2:30,3:29,4:28,5:27,6:19,14:12,15:1,16:0,27:42,33:32,34:31
15        ,30        ,005_14349.sdf            ,011_15697.sdf            ,0.00068        ,0.00068        ,0.00068        ,No        ,14:17,15:18,16:19,17:20,18:21
15        ,31        ,005_14349.sdf            ,011_16393.mol2           ,0.00150        ,0.00150        ,0.00150        ,No        ,6:7,7:8,9:10,10:11,11:12,12:13,13:14,14:15,27:48
15        ,32        ,005_14349.sdf            ,011_17334.sdf            ,0.00370        ,0.00370        ,0.00370        ,No        ,6:19,7:20,8:21,14:12,15:1,17:2,18:3,19:4
16        ,17        ,006_15694.sdf            ,006_15697.mol2           ,0.00004        ,0.00004        ,0.00004        ,No        ,18:18,20:20,21:21,22:22,23:53
16        ,18        ,006_15694.sdf            ,006_16393.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,20:18,21:16
16        ,19        ,006_15694.sdf            ,007_14347.sdf            ,0.00068        ,0.00068        ,0.00068        ,No        ,17:14,18:15,20:17,21:18,22:19
16        ,20        ,006_15694.sdf            ,007_15694.mol2           ,0.00203        ,0.00203        ,0.00203        ,No        ,0:3,1:1,2:2,3:0,4:4,5:5,6:6,7:7,9:9,10:10,36:36,37:37
16        ,21        ,006_15694.sdf            ,007_15696.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,8:6,9:7,17:14
16        ,22        ,006_15694.sdf            ,008_14330.mol2           ,0.00096        ,0.00096        ,0.00096        ,No        ,4:30,5:36,6:37,7:27,8:19,9:12,10:0,11:47,36:28,37:29
16        ,23        ,006_15694.sdf            ,008_14349.sdf            ,0.00274        ,0.00274        ,0.00274        ,No        ,8:6,17:14,18:15,20:17,21:18,22:19,23:20,24:26,25:24,26:23,27:22,29:21
16        ,24        ,006_15694.sdf            ,008_15697.sdf            ,0.01738        ,0.01738        ,0.01738        ,Yes       ,0:2,1:1,2:0,3:3,4:5,5:6,6:7,7:8,8:9,9:10,10:11,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35,36:36,37:37
16        ,25        ,006_15694.sdf            ,009_10920.mol2           ,0.00027        ,0.00027        ,0.00027        ,No        ,1:44,2:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,36:35,37:36
16        ,26        ,006_15694.sdf            ,009_14348.sdf            ,0.00030        ,0.00030        ,0.00030        ,No        ,8:7,9:8,10:9,17:15,18:16,19:17,20:18,21:19,22:20,28:26
16        ,27        ,006_15694.sdf            ,009_16393.sdf            ,0.00674        ,0.00674        ,0.00674        ,No        ,4:5,5:4,6:3,7:35,30:28,31:29,32:30,33:31,34:32,35:33,36:34,37:6
16        ,28        ,006_15694.sdf            ,010_17333.sdf            ,0.00017        ,0.00017        ,0.00017        ,No        ,8:19,9:20,10:21,17:12,18:1,19:0
16        ,29        ,006_15694.sdf            ,010_17334.mol2           ,0.00068        ,0.00068        ,0.00068        ,No        ,8:19,9:20,10:21,17:12,18:42
16        ,30        ,006_15694.sdf            ,011_15697.sdf            ,0.00064        ,0.00064        ,0.00064        ,No        ,0:2,1:1,2:0,3:3
16        ,31        ,006_15694.sdf            ,011_16393.mol2           ,0.00273        ,0.00273        ,0.00273        ,No        ,0:39,1:1,2:0,3:2,4:3,5:35,6:34,7:6,8:7,9:8,10:9,17:15,18:16,19:17,30:28,31:29,32:30,33:31,34:32,35:33,36:5,37:4
16        ,32        ,006_15694.sdf            ,011_17334.sdf            ,0.00010        ,0.00010        ,0.00010        ,No        ,18:20,19:21,20:2,21:3,22:4,28:10
17        ,18        ,006_15697.mol2           ,006_16393.sdf            ,0.00370        ,0.00370        ,0.00370        ,No        ,17:15,18:16,19:17,30:28,31:29,32:30,33:31,34:32,35:33,49:7
17        ,19        ,006_15697.mol2           ,007_14347.sdf            ,0.00083        ,0.00083        ,0.00083        ,No        ,17:14,18:15,19:16,20:17,21:18,22:19,49:6,54:20
