index,CID,SMILES
16108,MAT-POS-f9802937-4,CN(C)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15803,MAT-POS-5d65ec79-1,CN(C)C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15824,KAD-UNI-8a629cb0-10,CC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15856,KAD-UNI-8a629cb0-42,NC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15955,ALP-UNI-76695c4f-6,CC(=O)N1CC2CC1CN2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16012,KAD-UNI-80f122c8-2,CC(=O)N1CC2CC1CN2C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16107,MAT-POS-f9802937-3,CN(C)C(=O)C[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16239,ALP-UNI-3496895b-3,CC(=O)N1CC2CC1CN2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16283,EDJ-MED-d203f206-8,NC(=O)C[C@H]1CCCN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16297,EDJ-MED-d203f206-22,NC(=O)[C@H]1CCCN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16305,EDJ-MED-d203f206-30,NC(=O)[C@H]1CCCCN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16306,EDJ-MED-d203f206-31,NC(=O)CN(C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CCOCC1
16312,EDJ-MED-d203f206-37,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC[S+]([O-])CC1
16316,EDJ-MED-d203f206-41,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC[C@@H]1CO
16329,EDG-MED-ba1ac7b9-1,NC(=O)C1CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16330,EDG-MED-ba1ac7b9-2,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC1CO
16331,EDG-MED-ba1ac7b9-3,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(CCO)C1CC1
16334,EDG-MED-ba1ac7b9-6,CC(C)N(CC#N)C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16335,EDG-MED-ba1ac7b9-7,CC1OCCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16336,EDG-MED-ba1ac7b9-8,N#CCN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1
16352,EDG-MED-ba1ac7b9-24,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(CC(F)(F)F)C1COC1
16511,ALP-UNI-8e43a71e-3,CC(=O)N1CC2CC1CN2C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
17997,ALP-POS-67d5babe-5,CN(CC1CCS(=O)(=O)C1)C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
