,loss,mae,val_loss,val_mae
0,0.41272369027137756,0.7082695364952087,0.2689923346042633,0.658509373664856
1,0.36452245712280273,0.6475639343261719,0.2995068430900574,0.7127736210823059
2,0.3564154803752899,0.6340459585189819,0.2648618519306183,0.6515988111495972
3,0.3581150472164154,0.6360151171684265,0.26976296305656433,0.6605872511863708
4,0.35395902395248413,0.6270681023597717,0.2826211750507355,0.6814042329788208
5,0.3556919991970062,0.6301708221435547,0.25929826498031616,0.6409936547279358
6,0.3560577929019928,0.6289011240005493,0.2580825686454773,0.6371305584907532
7,0.3563251793384552,0.6295607686042786,0.25794288516044617,0.6371229887008667
8,0.3566935360431671,0.6294040679931641,0.27020010352134705,0.6572978496551514
9,0.3550322949886322,0.6252400875091553,0.27042654156684875,0.6614606976509094
10,0.35493698716163635,0.6249615550041199,0.2512568235397339,0.6241388916969299
11,0.3583604097366333,0.6292037963867188,0.25476840138435364,0.6312612295150757
12,0.35664287209510803,0.6288034319877625,0.2559971213340759,0.6317228078842163
13,0.35803574323654175,0.6298315525054932,0.2517557740211487,0.6239529848098755
14,0.36278003454208374,0.6321930289268494,0.22666291892528534,0.5731000900268555
15,0.36635714769363403,0.6374347805976868,0.22486960887908936,0.5672163367271423
16,0.3650962710380554,0.6368170976638794,0.22775350511074066,0.5724347829818726
17,0.36267709732055664,0.6332820653915405,0.23394107818603516,0.5899491906166077
18,0.36149123311042786,0.6333266496658325,0.22905348241329193,0.5790871381759644
19,0.3624705374240875,0.638131320476532,0.26012349128723145,0.6414247155189514
20,0.356935054063797,0.6282370686531067,0.25392287969589233,0.6262868642807007
21,0.35832294821739197,0.6318484544754028,0.25223687291145325,0.6248301863670349
22,0.3602786660194397,0.6306493878364563,0.2094639092683792,0.5336918234825134
23,0.36718541383743286,0.6391556859016418,0.24028299748897552,0.603751540184021
24,0.3650595545768738,0.6207784414291382,0.20277711749076843,0.5113714337348938
25,0.3643265664577484,0.6366589665412903,0.19534273445606232,0.4507564306259155
26,0.36470523476600647,0.6517243981361389,0.194843590259552,0.45865970849990845
27,0.36405470967292786,0.6535698771476746,0.1948905885219574,0.4591658413410187
28,0.3639843761920929,0.6541500687599182,0.19506993889808655,0.45992952585220337
29,0.3617665767669678,0.6415967345237732,0.27822911739349365,0.6746876835823059
30,0.35637199878692627,0.6359698176383972,0.19492650032043457,0.45590150356292725
31,0.36185160279273987,0.6457535624504089,0.26054197549819946,0.6428322196006775
32,0.3581146001815796,0.6360797882080078,0.19521331787109375,0.4549914598464966
33,0.3637371361255646,0.6513630747795105,0.19550533592700958,0.4597831666469574
34,0.3633754849433899,0.6516121029853821,0.19513531029224396,0.4592662453651428
35,0.36341196298599243,0.6510507464408875,0.19528509676456451,0.461701899766922
36,0.36327269673347473,0.6533961892127991,0.19537822902202606,0.4608153998851776
37,0.36312979459762573,0.6524032950401306,0.19523878395557404,0.46060600876808167
38,0.36307644844055176,0.6518760919570923,0.1952364295721054,0.46045535802841187
39,0.36290791630744934,0.6515472531318665,0.19533182680606842,0.4610358476638794
40,0.3627907931804657,0.6513978838920593,0.1955210417509079,0.4613739848136902
41,0.36273372173309326,0.6512030363082886,0.19544559717178345,0.46126681566238403
42,0.3626836836338043,0.6511828899383545,0.19541876018047333,0.46135058999061584
43,0.36256441473960876,0.6507547497749329,0.19556432962417603,0.46190255880355835
44,0.36248302459716797,0.650684118270874,0.19552956521511078,0.4624095559120178
45,0.3625253140926361,0.6484342217445374,0.1957526057958603,0.46583572030067444
46,0.3624940812587738,0.6516502499580383,0.1955110728740692,0.46175700426101685
47,0.3606336712837219,0.6381674408912659,0.23588484525680542,0.5925031900405884
48,0.35784465074539185,0.6408949494361877,0.1953856199979782,0.4538930654525757
49,0.3628678321838379,0.6487340927124023,0.1957772672176361,0.46281352639198303
50,0.3622092306613922,0.6492348313331604,0.19570200145244598,0.4628232717514038
51,0.360030859708786,0.6325505971908569,0.22626367211341858,0.568127453327179
52,0.35878345370292664,0.6433636546134949,0.19525866210460663,0.4542534053325653
53,0.36260703206062317,0.6485757827758789,0.1955556571483612,0.46232640743255615
54,0.36203986406326294,0.6492102146148682,0.19556419551372528,0.46341240406036377
55,0.3620373010635376,0.6497091054916382,0.19602876901626587,0.4657993018627167
56,0.3619750440120697,0.6495163440704346,0.19568151235580444,0.4638884961605072
57,0.3618939518928528,0.6499516367912292,0.19577041268348694,0.46277034282684326
58,0.3611779510974884,0.6380862593650818,0.19698087871074677,0.4781873822212219
59,0.3640426695346832,0.6446093916893005,0.19603562355041504,0.47129908204078674
60,0.36249634623527527,0.6561095118522644,0.19582104682922363,0.4650624990463257
61,0.36186763644218445,0.6505513191223145,0.19549281895160675,0.46243274211883545
62,0.36188018321990967,0.6476396322250366,0.19557102024555206,0.464923620223999
63,0.3617614209651947,0.650259792804718,0.19536620378494263,0.462510347366333
64,0.3616827130317688,0.6485140919685364,0.19533796608448029,0.4623126685619354
65,0.36173510551452637,0.6479775309562683,0.19525246322155,0.4589671194553375
66,0.36197665333747864,0.6488773226737976,0.19511902332305908,0.46064135432243347
67,0.36181047558784485,0.6492224931716919,0.19516363739967346,0.46062707901000977
68,0.3616551458835602,0.6484947800636292,0.19514352083206177,0.4607599973678589
69,0.36165836453437805,0.6487764120101929,0.19528613984584808,0.46056169271469116
70,0.3616734743118286,0.6486732959747314,0.19495905935764313,0.46056067943573
71,0.3614155650138855,0.6478031873703003,0.1953096240758896,0.4610901176929474
72,0.3615015149116516,0.648343563079834,0.19533288478851318,0.46082714200019836
73,0.36146074533462524,0.648154616355896,0.19519928097724915,0.4607222378253937
74,0.36135029792785645,0.6477670669555664,0.19507023692131042,0.46109384298324585
75,0.3612365424633026,0.6475079655647278,0.1949865072965622,0.46113449335098267
76,0.3611855208873749,0.6475883722305298,0.19537489116191864,0.46104365587234497
77,0.3613389730453491,0.6477790474891663,0.1955830305814743,0.46080437302589417
78,0.36151498556137085,0.6483553647994995,0.19565914571285248,0.4617587924003601
