,loss,mae,val_loss,val_mae
0,0.3306322991847992,0.5861081480979919,0.26853471994400024,0.5186620950698853
1,0.3244493901729584,0.5774775743484497,0.2636842131614685,0.5562198162078857
2,0.3183659315109253,0.5703065991401672,0.25065863132476807,0.5260984897613525
3,0.3075047731399536,0.5520029067993164,0.243270143866539,0.5121150612831116
4,0.30165159702301025,0.5386019945144653,0.24001801013946533,0.5037202835083008
5,0.29829299449920654,0.5321889519691467,0.23514123260974884,0.4883342683315277
6,0.2952605187892914,0.5255911350250244,0.2319929152727127,0.47735142707824707
7,0.2929157614707947,0.520847499370575,0.22973527014255524,0.46788516640663147
8,0.29045364260673523,0.5146659016609192,0.2292325794696808,0.46935737133026123
9,0.28991180658340454,0.5155821442604065,0.22687308490276337,0.4628758430480957
10,0.2872811257839203,0.5096397995948792,0.2258709967136383,0.45629650354385376
11,0.28605911135673523,0.505942702293396,0.2246488779783249,0.4518927335739136
12,0.28475743532180786,0.5024314522743225,0.22341395914554596,0.4514315724372864
13,0.2829470634460449,0.4999226927757263,0.22381086647510529,0.4535538852214813
14,0.2814910113811493,0.49568819999694824,0.2211950272321701,0.44641026854515076
15,0.28050243854522705,0.49450182914733887,0.22070151567459106,0.4430614411830902
16,0.27962633967399597,0.4916060268878937,0.2189096212387085,0.43992283940315247
17,0.27826130390167236,0.48930951952934265,0.21943184733390808,0.4402257800102234
18,0.277117520570755,0.4871909022331238,0.21733194589614868,0.43801748752593994
19,0.27618667483329773,0.48494550585746765,0.21633704006671906,0.4327056407928467
20,0.27520275115966797,0.4827237129211426,0.21571879088878632,0.4328054189682007
21,0.2741837501525879,0.4808184504508972,0.21472930908203125,0.42962098121643066
22,0.27336177229881287,0.47914665937423706,0.21394744515419006,0.42709290981292725
23,0.27250251173973083,0.47782477736473083,0.21207723021507263,0.4215048551559448
24,0.27155569195747375,0.47515058517456055,0.2105187028646469,0.41381216049194336
25,0.27077221870422363,0.4732460379600525,0.20930948853492737,0.4097949266433716
26,0.2705865502357483,0.47318559885025024,0.20867466926574707,0.40830934047698975
27,0.27006691694259644,0.4721335470676422,0.20874813199043274,0.41225647926330566
28,0.26995208859443665,0.4721178114414215,0.20852431654930115,0.41061723232269287
29,0.2682560682296753,0.4673331379890442,0.20788635313510895,0.409300833940506
30,0.2666310667991638,0.4636380970478058,0.20735003054141998,0.40928593277931213
31,0.2648196220397949,0.45973098278045654,0.20645953714847565,0.40563321113586426
32,0.26346924901008606,0.4570406377315521,0.20606361329555511,0.4051665961742401
33,0.262046217918396,0.45388221740722656,0.2054157853126526,0.40421366691589355
34,0.2604176700115204,0.4504443407058716,0.2050253301858902,0.4037133753299713
35,0.2589576840400696,0.44812363386154175,0.2037302702665329,0.4009355902671814
36,0.2575119733810425,0.4448516070842743,0.2041073739528656,0.4020657539367676
37,0.2561001181602478,0.4423392415046692,0.20287610590457916,0.39982837438583374
38,0.25491103529930115,0.4396597445011139,0.20294629037380219,0.39958488941192627
39,0.2534247040748596,0.43612727522850037,0.20292629301548004,0.40039440989494324
40,0.2523840069770813,0.43389037251472473,0.20260724425315857,0.3991796374320984
41,0.2512577772140503,0.4315628111362457,0.20240706205368042,0.39791521430015564
