Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
8         ,28        ,008_19344.sdf            ,028_20987.sdf            ,0.78098        ,0.78098        ,0.78098        ,Yes       ,
8         ,29        ,008_19344.sdf            ,029_20978.sdf            ,0.68756        ,0.68756        ,0.68756        ,No        ,
8         ,30        ,008_19344.sdf            ,030_20952.sdf            ,0.13063        ,0.13063        ,0.13063        ,No        ,
8         ,31        ,008_19344.sdf            ,031_20969.sdf            ,0.52292        ,0.52292        ,0.52292        ,No        ,
8         ,32        ,008_19344.sdf            ,032_20973.sdf            ,0.60782        ,0.60782        ,0.60782        ,No        ,
9         ,10        ,009_20369.sdf            ,010_20481.sdf            ,0.15875        ,0.15875        ,0.15875        ,No        ,
9         ,11        ,009_20369.sdf            ,011_20480.sdf            ,0.12593        ,0.12593        ,0.12593        ,No        ,
9         ,12        ,009_20369.sdf            ,012_20483.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
9         ,13        ,009_20369.sdf            ,013_20482.sdf            ,0.11564        ,0.11564        ,0.11564        ,No        ,
9         ,14        ,009_20369.sdf            ,014_20936.sdf            ,0.37569        ,0.37569        ,0.37569        ,No        ,
9         ,15        ,009_20369.sdf            ,015_20981.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
9         ,16        ,009_20369.sdf            ,016_20696.sdf            ,0.34605        ,0.34605        ,0.34605        ,No        ,
9         ,17        ,009_20369.sdf            ,017_20975.sdf            ,0.58149        ,0.58149        ,0.58149        ,No        ,
9         ,18        ,009_20369.sdf            ,018_20095.sdf            ,0.26137        ,0.26137        ,0.26137        ,No        ,
9         ,19        ,009_20369.sdf            ,019_20939.sdf            ,0.87309        ,0.87309        ,0.87309        ,Yes       ,
9         ,20        ,009_20369.sdf            ,020_20971.sdf            ,0.13222        ,0.13222        ,0.13222        ,No        ,
9         ,21        ,009_20369.sdf            ,021_20094.sdf            ,0.25932        ,0.25932        ,0.25932        ,No        ,
9         ,22        ,009_20369.sdf            ,022_20935.sdf            ,0.32884        ,0.32884        ,0.32884        ,No        ,
9         ,23        ,009_20369.sdf            ,023_20941.sdf            ,0.30757        ,0.30757        ,0.30757        ,No        ,
9         ,24        ,009_20369.sdf            ,024_20983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
9         ,25        ,009_20369.sdf            ,025_20961.sdf            ,0.07228        ,0.07228        ,0.07228        ,No        ,
9         ,26        ,009_20369.sdf            ,026_20988.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
9         ,27        ,009_20369.sdf            ,027_20970.sdf            ,0.91568        ,0.91568        ,0.91568        ,Yes       ,
9         ,28        ,009_20369.sdf            ,028_20987.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
9         ,29        ,009_20369.sdf            ,029_20978.sdf            ,0.85270        ,0.85270        ,0.85270        ,No        ,
9         ,30        ,009_20369.sdf            ,030_20952.sdf            ,0.12189        ,0.12189        ,0.12189        ,No        ,
9         ,31        ,009_20369.sdf            ,031_20969.sdf            ,0.59027        ,0.59027        ,0.59027        ,No        ,
9         ,32        ,009_20369.sdf            ,032_20973.sdf            ,0.59834        ,0.59834        ,0.59834        ,No        ,
10        ,11        ,010_20481.sdf            ,011_20480.sdf            ,0.73298        ,0.73298        ,0.73298        ,No        ,
10        ,12        ,010_20481.sdf            ,012_20483.sdf            ,0.11094        ,0.11094        ,0.11094        ,Yes       ,
10        ,13        ,010_20481.sdf            ,013_20482.sdf            ,0.74033        ,0.74033        ,0.74033        ,Yes       ,
10        ,14        ,010_20481.sdf            ,014_20936.sdf            ,0.29805        ,0.29805        ,0.29805        ,No        ,
10        ,15        ,010_20481.sdf            ,015_20981.sdf            ,0.26308        ,0.26308        ,0.26308        ,No        ,
10        ,16        ,010_20481.sdf            ,016_20696.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
10        ,17        ,010_20481.sdf            ,017_20975.sdf            ,0.16695        ,0.16695        ,0.16695        ,No        ,
10        ,18        ,010_20481.sdf            ,018_20095.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
10        ,19        ,010_20481.sdf            ,019_20939.sdf            ,0.31062        ,0.31062        ,0.31062        ,No        ,
10        ,20        ,010_20481.sdf            ,020_20971.sdf            ,0.59834        ,0.59834        ,0.59834        ,Yes       ,
10        ,21        ,010_20481.sdf            ,021_20094.sdf            ,0.29464        ,0.29464        ,0.29464        ,No        ,
10        ,22        ,010_20481.sdf            ,022_20935.sdf            ,0.24388        ,0.24388        ,0.24388        ,No        ,
10        ,23        ,010_20481.sdf            ,023_20941.sdf            ,0.20128        ,0.20128        ,0.20128        ,No        ,
10        ,24        ,010_20481.sdf            ,024_20983.sdf            ,0.26875        ,0.26875        ,0.26875        ,No        ,
10        ,25        ,010_20481.sdf            ,025_20961.sdf            ,0.10462        ,0.10462        ,0.10462        ,No        ,
10        ,26        ,010_20481.sdf            ,026_20988.sdf            ,0.08178        ,0.08178        ,0.08178        ,No        ,
10        ,27        ,010_20481.sdf            ,027_20970.sdf            ,0.24349        ,0.24349        ,0.24349        ,No        ,
10        ,28        ,010_20481.sdf            ,028_20987.sdf            ,0.32767        ,0.32767        ,0.32767        ,No        ,
10        ,29        ,010_20481.sdf            ,029_20978.sdf            ,0.30156        ,0.30156        ,0.30156        ,No        ,
10        ,30        ,010_20481.sdf            ,030_20952.sdf            ,0.17486        ,0.17486        ,0.17486        ,No        ,
10        ,31        ,010_20481.sdf            ,031_20969.sdf            ,0.23938        ,0.23938        ,0.23938        ,No        ,
10        ,32        ,010_20481.sdf            ,032_20973.sdf            ,0.22491        ,0.22491        ,0.22491        ,No        ,
11        ,12        ,011_20480.sdf            ,012_20483.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
11        ,13        ,011_20480.sdf            ,013_20482.sdf            ,0.73882        ,0.73882        ,0.73882        ,Yes       ,
11        ,14        ,011_20480.sdf            ,014_20936.sdf            ,0.17457        ,0.17457        ,0.17457        ,No        ,
11        ,15        ,011_20480.sdf            ,015_20981.sdf            ,0.15877        ,0.15877        ,0.15877        ,No        ,
11        ,16        ,011_20480.sdf            ,016_20696.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
11        ,17        ,011_20480.sdf            ,017_20975.sdf            ,0.09509        ,0.09509        ,0.09509        ,No        ,
11        ,18        ,011_20480.sdf            ,018_20095.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
11        ,19        ,011_20480.sdf            ,019_20939.sdf            ,0.18016        ,0.18016        ,0.18016        ,No        ,
11        ,20        ,011_20480.sdf            ,020_20971.sdf            ,0.60896        ,0.60896        ,0.60896        ,Yes       ,
11        ,21        ,011_20480.sdf            ,021_20094.sdf            ,0.16314        ,0.16314        ,0.16314        ,No        ,
11        ,22        ,011_20480.sdf            ,022_20935.sdf            ,0.14985        ,0.14985        ,0.14985        ,No        ,
11        ,23        ,011_20480.sdf            ,023_20941.sdf            ,0.12011        ,0.12011        ,0.12011        ,No        ,
11        ,24        ,011_20480.sdf            ,024_20983.sdf            ,0.15206        ,0.15206        ,0.15206        ,No        ,
11        ,25        ,011_20480.sdf            ,025_20961.sdf            ,0.05347        ,0.05347        ,0.05347        ,No        ,
11        ,26        ,011_20480.sdf            ,026_20988.sdf            ,0.06328        ,0.06328        ,0.06328        ,No        ,
11        ,27        ,011_20480.sdf            ,027_20970.sdf            ,0.13975        ,0.13975        ,0.13975        ,No        ,
11        ,28        ,011_20480.sdf            ,028_20987.sdf            ,0.18688        ,0.18688        ,0.18688        ,No        ,
11        ,29        ,011_20480.sdf            ,029_20978.sdf            ,0.18900        ,0.18900        ,0.18900        ,No        ,
11        ,30        ,011_20480.sdf            ,030_20952.sdf            ,0.09070        ,0.09070        ,0.09070        ,No        ,
11        ,31        ,011_20480.sdf            ,031_20969.sdf            ,0.15214        ,0.15214        ,0.15214        ,No        ,
11        ,32        ,011_20480.sdf            ,032_20973.sdf            ,0.13005        ,0.13005        ,0.13005        ,No        ,
12        ,13        ,012_20483.sdf            ,013_20482.sdf            ,0.10017        ,0.10017        ,0.10017        ,No        ,
12        ,14        ,012_20483.sdf            ,014_20936.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,15        ,012_20483.sdf            ,015_20981.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,16        ,012_20483.sdf            ,016_20696.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,17        ,012_20483.sdf            ,017_20975.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,18        ,012_20483.sdf            ,018_20095.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,19        ,012_20483.sdf            ,019_20939.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,20        ,012_20483.sdf            ,020_20971.sdf            ,0.10373        ,0.10373        ,0.10373        ,No        ,
12        ,21        ,012_20483.sdf            ,021_20094.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,22        ,012_20483.sdf            ,022_20935.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,23        ,012_20483.sdf            ,023_20941.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,24        ,012_20483.sdf            ,024_20983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,25        ,012_20483.sdf            ,025_20961.sdf            ,0.09171        ,0.09171        ,0.09171        ,No        ,
12        ,26        ,012_20483.sdf            ,026_20988.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,27        ,012_20483.sdf            ,027_20970.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,28        ,012_20483.sdf            ,028_20987.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,29        ,012_20483.sdf            ,029_20978.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,30        ,012_20483.sdf            ,030_20952.sdf            ,0.13332        ,0.13332        ,0.13332        ,Yes       ,
12        ,31        ,012_20483.sdf            ,031_20969.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,32        ,012_20483.sdf            ,032_20973.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
13        ,14        ,013_20482.sdf            ,014_20936.sdf            ,0.27238        ,0.27238        ,0.27238        ,No        ,
13        ,15        ,013_20482.sdf            ,015_20981.sdf            ,0.22946        ,0.22946        ,0.22946        ,No        ,
13        ,16        ,013_20482.sdf            ,016_20696.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
13        ,17        ,013_20482.sdf            ,017_20975.sdf            ,0.15787        ,0.15787        ,0.15787        ,No        ,
13        ,18        ,013_20482.sdf            ,018_20095.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
13        ,19        ,013_20482.sdf            ,019_20939.sdf            ,0.28882        ,0.28882        ,0.28882        ,No        ,
13        ,20        ,013_20482.sdf            ,020_20971.sdf            ,0.58610        ,0.58610        ,0.58610        ,No        ,
13        ,21        ,013_20482.sdf            ,021_20094.sdf            ,0.23812        ,0.23812        ,0.23812        ,No        ,
13        ,22        ,013_20482.sdf            ,022_20935.sdf            ,0.21416        ,0.21416        ,0.21416        ,No        ,
13        ,23        ,013_20482.sdf            ,023_20941.sdf            ,0.18557        ,0.18557        ,0.18557        ,No        ,
13        ,24        ,013_20482.sdf            ,024_20983.sdf            ,0.24438        ,0.24438        ,0.24438        ,No        ,
13        ,25        ,013_20482.sdf            ,025_20961.sdf            ,0.08141        ,0.08141        ,0.08141        ,No        ,
13        ,26        ,013_20482.sdf            ,026_20988.sdf            ,0.08241        ,0.08241        ,0.08241        ,No        ,
13        ,27        ,013_20482.sdf            ,027_20970.sdf            ,0.22526        ,0.22526        ,0.22526        ,No        ,
13        ,28        ,013_20482.sdf            ,028_20987.sdf            ,0.29609        ,0.29609        ,0.29609        ,No        ,
13        ,29        ,013_20482.sdf            ,029_20978.sdf            ,0.29653        ,0.29653        ,0.29653        ,No        ,
13        ,30        ,013_20482.sdf            ,030_20952.sdf            ,0.15895        ,0.15895        ,0.15895        ,No        ,
13        ,31        ,013_20482.sdf            ,031_20969.sdf            ,0.22397        ,0.22397        ,0.22397        ,No        ,
13        ,32        ,013_20482.sdf            ,032_20973.sdf            ,0.20495        ,0.20495        ,0.20495        ,No        ,
14        ,15        ,014_20936.sdf            ,015_20981.sdf            ,0.54574        ,0.54574        ,0.54574        ,No        ,
14        ,16        ,014_20936.sdf            ,016_20696.sdf            ,0.87789        ,0.87789        ,0.87789        ,No        ,
14        ,17        ,014_20936.sdf            ,017_20975.sdf            ,0.43747        ,0.43747        ,0.43747        ,No        ,
14        ,18        ,014_20936.sdf            ,018_20095.sdf            ,0.68273        ,0.68273        ,0.68273        ,No        ,
14        ,19        ,014_20936.sdf            ,019_20939.sdf            ,0.65432        ,0.65432        ,0.65432        ,No        ,
14        ,20        ,014_20936.sdf            ,020_20971.sdf            ,0.26864        ,0.26864        ,0.26864        ,No        ,
14        ,21        ,014_20936.sdf            ,021_20094.sdf            ,0.69057        ,0.69057        ,0.69057        ,No        ,
14        ,22        ,014_20936.sdf            ,022_20935.sdf            ,0.73298        ,0.73298        ,0.73298        ,No        ,
14        ,23        ,014_20936.sdf            ,023_20941.sdf            ,0.57930        ,0.57930        ,0.57930        ,No        ,
14        ,24        ,014_20936.sdf            ,024_20983.sdf            ,0.58809        ,0.58809        ,0.58809        ,No        ,
14        ,25        ,014_20936.sdf            ,025_20961.sdf            ,0.08868        ,0.08868        ,0.08868        ,No        ,
14        ,26        ,014_20936.sdf            ,026_20988.sdf            ,0.18502        ,0.18502        ,0.18502        ,Yes       ,
14        ,27        ,014_20936.sdf            ,027_20970.sdf            ,0.59640        ,0.59640        ,0.59640        ,No        ,
14        ,28        ,014_20936.sdf            ,028_20987.sdf            ,0.65002        ,0.65002        ,0.65002        ,No        ,
14        ,29        ,014_20936.sdf            ,029_20978.sdf            ,0.61101        ,0.61101        ,0.61101        ,No        ,
14        ,30        ,014_20936.sdf            ,030_20952.sdf            ,0.15274        ,0.15274        ,0.15274        ,No        ,
14        ,31        ,014_20936.sdf            ,031_20969.sdf            ,0.51094        ,0.51094        ,0.51094        ,No        ,
14        ,32        ,014_20936.sdf            ,032_20973.sdf            ,0.52474        ,0.52474        ,0.52474        ,No        ,
15        ,16        ,015_20981.sdf            ,016_20696.sdf            ,0.35893        ,0.35893        ,0.35893        ,No        ,
15        ,17        ,015_20981.sdf            ,017_20975.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
15        ,18        ,015_20981.sdf            ,018_20095.sdf            ,0.27923        ,0.27923        ,0.27923        ,No        ,
15        ,19        ,015_20981.sdf            ,019_20939.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
15        ,20        ,015_20981.sdf            ,020_20971.sdf            ,0.13985        ,0.13985        ,0.13985        ,No        ,
15        ,21        ,015_20981.sdf            ,021_20094.sdf            ,0.27607        ,0.27607        ,0.27607        ,No        ,
15        ,22        ,015_20981.sdf            ,022_20935.sdf            ,0.33477        ,0.33477        ,0.33477        ,No        ,
15        ,23        ,015_20981.sdf            ,023_20941.sdf            ,0.31223        ,0.31223        ,0.31223        ,No        ,
15        ,24        ,015_20981.sdf            ,024_20983.sdf            ,0.91568        ,0.91568        ,0.91568        ,Yes       ,
15        ,25        ,015_20981.sdf            ,025_20961.sdf            ,0.08499        ,0.08499        ,0.08499        ,No        ,
15        ,26        ,015_20981.sdf            ,026_20988.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
15        ,27        ,015_20981.sdf            ,027_20970.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
15        ,28        ,015_20981.sdf            ,028_20987.sdf            ,0.87309        ,0.87309        ,0.87309        ,Yes       ,
15        ,29        ,015_20981.sdf            ,029_20978.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
15        ,30        ,015_20981.sdf            ,030_20952.sdf            ,0.14904        ,0.14904        ,0.14904        ,No        ,
15        ,31        ,015_20981.sdf            ,031_20969.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
15        ,32        ,015_20981.sdf            ,032_20973.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
16        ,17        ,016_20696.sdf            ,017_20975.sdf            ,0.47816        ,0.47816        ,0.47816        ,No        ,
16        ,18        ,016_20696.sdf            ,018_20095.sdf            ,0.81703        ,0.81703        ,0.81703        ,No        ,
16        ,19        ,016_20696.sdf            ,019_20939.sdf            ,0.67680        ,0.67680        ,0.67680        ,No        ,
16        ,20        ,016_20696.sdf            ,020_20971.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
16        ,21        ,016_20696.sdf            ,021_20094.sdf            ,0.82423        ,0.82423        ,0.82423        ,No        ,
16        ,22        ,016_20696.sdf            ,022_20935.sdf            ,0.62173        ,0.62173        ,0.62173        ,No        ,
16        ,23        ,016_20696.sdf            ,023_20941.sdf            ,0.61181        ,0.61181        ,0.61181        ,No        ,
16        ,24        ,016_20696.sdf            ,024_20983.sdf            ,0.61580        ,0.61580        ,0.61580        ,No        ,
16        ,25        ,016_20696.sdf            ,025_20961.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
16        ,26        ,016_20696.sdf            ,026_20988.sdf            ,0.17295        ,0.17295        ,0.17295        ,No        ,
16        ,27        ,016_20696.sdf            ,027_20970.sdf            ,0.63348        ,0.63348        ,0.63348        ,No        ,
16        ,28        ,016_20696.sdf            ,028_20987.sdf            ,0.66230        ,0.66230        ,0.66230        ,No        ,
16        ,29        ,016_20696.sdf            ,029_20978.sdf            ,0.64423        ,0.64423        ,0.64423        ,No        ,
16        ,30        ,016_20696.sdf            ,030_20952.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
16        ,31        ,016_20696.sdf            ,031_20969.sdf            ,0.53198        ,0.53198        ,0.53198        ,No        ,
16        ,32        ,016_20696.sdf            ,032_20973.sdf            ,0.54130        ,0.54130        ,0.54130        ,No        ,
17        ,18        ,017_20975.sdf            ,018_20095.sdf            ,0.24810        ,0.24810        ,0.24810        ,No        ,
17        ,19        ,017_20975.sdf            ,019_20939.sdf            ,0.60502        ,0.60502        ,0.60502        ,No        ,
17        ,20        ,017_20975.sdf            ,020_20971.sdf            ,0.15834        ,0.15834        ,0.15834        ,No        ,
17        ,21        ,017_20975.sdf            ,021_20094.sdf            ,0.24575        ,0.24575        ,0.24575        ,No        ,
17        ,22        ,017_20975.sdf            ,022_20935.sdf            ,0.32749        ,0.32749        ,0.32749        ,No        ,
17        ,23        ,017_20975.sdf            ,023_20941.sdf            ,0.33285        ,0.33285        ,0.33285        ,No        ,
17        ,24        ,017_20975.sdf            ,024_20983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
17        ,25        ,017_20975.sdf            ,025_20961.sdf            ,0.06345        ,0.06345        ,0.06345        ,No        ,
17        ,26        ,017_20975.sdf            ,026_20988.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
17        ,27        ,017_20975.sdf            ,027_20970.sdf            ,0.52524        ,0.52524        ,0.52524        ,No        ,
17        ,28        ,017_20975.sdf            ,028_20987.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
17        ,29        ,017_20975.sdf            ,029_20978.sdf            ,0.70879        ,0.70879        ,0.70879        ,Yes       ,
17        ,30        ,017_20975.sdf            ,030_20952.sdf            ,0.14093        ,0.14093        ,0.14093        ,No        ,
17        ,31        ,017_20975.sdf            ,031_20969.sdf            ,0.48218        ,0.48218        ,0.48218        ,No        ,
17        ,32        ,017_20975.sdf            ,032_20973.sdf            ,0.72916        ,0.72916        ,0.72916        ,Yes       ,
18        ,19        ,018_20095.sdf            ,019_20939.sdf            ,0.77778        ,0.77778        ,0.77778        ,Yes       ,
18        ,20        ,018_20095.sdf            ,020_20971.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
18        ,21        ,018_20095.sdf            ,021_20094.sdf            ,0.94469        ,0.94469        ,0.94469        ,Yes       ,
18        ,22        ,018_20095.sdf            ,022_20935.sdf            ,0.64978        ,0.64978        ,0.64978        ,No        ,
18        ,23        ,018_20095.sdf            ,023_20941.sdf            ,0.63764        ,0.63764        ,0.63764        ,No        ,
18        ,24        ,018_20095.sdf            ,024_20983.sdf            ,0.72587        ,0.72587        ,0.72587        ,No        ,
18        ,25        ,018_20095.sdf            ,025_20961.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
18        ,26        ,018_20095.sdf            ,026_20988.sdf            ,0.15627        ,0.15627        ,0.15627        ,No        ,
18        ,27        ,018_20095.sdf            ,027_20970.sdf            ,0.72790        ,0.72790        ,0.72790        ,No        ,
18        ,28        ,018_20095.sdf            ,028_20987.sdf            ,0.76771        ,0.76771        ,0.76771        ,No        ,
18        ,29        ,018_20095.sdf            ,029_20978.sdf            ,0.70573        ,0.70573        ,0.70573        ,No        ,
18        ,30        ,018_20095.sdf            ,030_20952.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
18        ,31        ,018_20095.sdf            ,031_20969.sdf            ,0.54797        ,0.54797        ,0.54797        ,No        ,
18        ,32        ,018_20095.sdf            ,032_20973.sdf            ,0.61147        ,0.61147        ,0.61147        ,No        ,
19        ,20        ,019_20939.sdf            ,020_20971.sdf            ,0.20907        ,0.20907        ,0.20907        ,No        ,
19        ,21        ,019_20939.sdf            ,021_20094.sdf            ,0.51697        ,0.51697        ,0.51697        ,No        ,
19        ,22        ,019_20939.sdf            ,022_20935.sdf            ,0.46257        ,0.46257        ,0.46257        ,No        ,
19        ,23        ,019_20939.sdf            ,023_20941.sdf            ,0.43755        ,0.43755        ,0.43755        ,No        ,
19        ,24        ,019_20939.sdf            ,024_20983.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
19        ,25        ,019_20939.sdf            ,025_20961.sdf            ,0.11945        ,0.11945        ,0.11945        ,Yes       ,
19        ,26        ,019_20939.sdf            ,026_20988.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
19        ,27        ,019_20939.sdf            ,027_20970.sdf            ,0.78636        ,0.78636        ,0.78636        ,Yes       ,
19        ,28        ,019_20939.sdf            ,028_20987.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
19        ,29        ,019_20939.sdf            ,029_20978.sdf            ,0.88121        ,0.88121        ,0.88121        ,Yes       ,
19        ,30        ,019_20939.sdf            ,030_20952.sdf            ,0.21408        ,0.21408        ,0.21408        ,No        ,
19        ,31        ,019_20939.sdf            ,031_20969.sdf            ,0.62398        ,0.62398        ,0.62398        ,No        ,
19        ,32        ,019_20939.sdf            ,032_20973.sdf            ,0.57930        ,0.57930        ,0.57930        ,No        ,
20        ,21        ,020_20971.sdf            ,021_20094.sdf            ,0.15413        ,0.15413        ,0.15413        ,No        ,
20        ,22        ,020_20971.sdf            ,022_20935.sdf            ,0.15250        ,0.15250        ,0.15250        ,No        ,
20        ,23        ,020_20971.sdf            ,023_20941.sdf            ,0.12641        ,0.12641        ,0.12641        ,No        ,
20        ,24        ,020_20971.sdf            ,024_20983.sdf            ,0.15486        ,0.15486        ,0.15486        ,No        ,
20        ,25        ,020_20971.sdf            ,025_20961.sdf            ,0.07087        ,0.07087        ,0.07087        ,No        ,
20        ,26        ,020_20971.sdf            ,026_20988.sdf            ,0.05582        ,0.05582        ,0.05582        ,No        ,
20        ,27        ,020_20971.sdf            ,027_20970.sdf            ,0.14270        ,0.14270        ,0.14270        ,No        ,
20        ,28        ,020_20971.sdf            ,028_20987.sdf            ,0.18853        ,0.18853        ,0.18853        ,No        ,
20        ,29        ,020_20971.sdf            ,029_20978.sdf            ,0.19598        ,0.19598        ,0.19598        ,No        ,
20        ,30        ,020_20971.sdf            ,030_20952.sdf            ,0.15952        ,0.15952        ,0.15952        ,No        ,
20        ,31        ,020_20971.sdf            ,031_20969.sdf            ,0.16777        ,0.16777        ,0.16777        ,No        ,
20        ,32        ,020_20971.sdf            ,032_20973.sdf            ,0.14108        ,0.14108        ,0.14108        ,No        ,
21        ,22        ,021_20094.sdf            ,022_20935.sdf            ,0.65190        ,0.65190        ,0.65190        ,No        ,
21        ,23        ,021_20094.sdf            ,023_20941.sdf            ,0.63438        ,0.63438        ,0.63438        ,No        ,
21        ,24        ,021_20094.sdf            ,024_20983.sdf            ,0.71135        ,0.71135        ,0.71135        ,No        ,
21        ,25        ,021_20094.sdf            ,025_20961.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
21        ,26        ,021_20094.sdf            ,026_20988.sdf            ,0.15844        ,0.15844        ,0.15844        ,No        ,
21        ,27        ,021_20094.sdf            ,027_20970.sdf            ,0.72137        ,0.72137        ,0.72137        ,No        ,
21        ,28        ,021_20094.sdf            ,028_20987.sdf            ,0.75471        ,0.75471        ,0.75471        ,No        ,
21        ,29        ,021_20094.sdf            ,029_20978.sdf            ,0.70604        ,0.70604        ,0.70604        ,No        ,
21        ,30        ,021_20094.sdf            ,030_20952.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
21        ,31        ,021_20094.sdf            ,031_20969.sdf            ,0.54366        ,0.54366        ,0.54366        ,No        ,
21        ,32        ,021_20094.sdf            ,032_20973.sdf            ,0.60596        ,0.60596        ,0.60596        ,No        ,
22        ,23        ,022_20935.sdf            ,023_20941.sdf            ,0.59834        ,0.59834        ,0.59834        ,No        ,
22        ,24        ,022_20935.sdf            ,024_20983.sdf            ,0.45902        ,0.45902        ,0.45902        ,No        ,
22        ,25        ,022_20935.sdf            ,025_20961.sdf            ,0.05529        ,0.05529        ,0.05529        ,No        ,
22        ,26        ,022_20935.sdf            ,026_20988.sdf            ,0.14354        ,0.14354        ,0.14354        ,No        ,
22        ,27        ,022_20935.sdf            ,027_20970.sdf            ,0.45187        ,0.45187        ,0.45187        ,No        ,
22        ,28        ,022_20935.sdf            ,028_20987.sdf            ,0.55110        ,0.55110        ,0.55110        ,No        ,
22        ,29        ,022_20935.sdf            ,029_20978.sdf            ,0.54086        ,0.54086        ,0.54086        ,No        ,
22        ,30        ,022_20935.sdf            ,030_20952.sdf            ,0.09585        ,0.09585        ,0.09585        ,No        ,
22        ,31        ,022_20935.sdf            ,031_20969.sdf            ,0.43055        ,0.43055        ,0.43055        ,No        ,
22        ,32        ,022_20935.sdf            ,032_20973.sdf            ,0.41809        ,0.41809        ,0.41809        ,No        ,
23        ,24        ,023_20941.sdf            ,024_20983.sdf            ,0.40852        ,0.40852        ,0.40852        ,No        ,
23        ,25        ,023_20941.sdf            ,025_20961.sdf            ,0.06420        ,0.06420        ,0.06420        ,No        ,
23        ,26        ,023_20941.sdf            ,026_20988.sdf            ,0.14564        ,0.14564        ,0.14564        ,No        ,
23        ,27        ,023_20941.sdf            ,027_20970.sdf            ,0.40836        ,0.40836        ,0.40836        ,No        ,
23        ,28        ,023_20941.sdf            ,028_20987.sdf            ,0.45606        ,0.45606        ,0.45606        ,No        ,
23        ,29        ,023_20941.sdf            ,029_20978.sdf            ,0.48497        ,0.48497        ,0.48497        ,No        ,
23        ,30        ,023_20941.sdf            ,030_20952.sdf            ,0.12933        ,0.12933        ,0.12933        ,No        ,
23        ,31        ,023_20941.sdf            ,031_20969.sdf            ,0.41526        ,0.41526        ,0.41526        ,No        ,
23        ,32        ,023_20941.sdf            ,032_20973.sdf            ,0.39051        ,0.39051        ,0.39051        ,No        ,
24        ,25        ,024_20983.sdf            ,025_20961.sdf            ,0.11641        ,0.11641        ,0.11641        ,Yes       ,
24        ,26        ,024_20983.sdf            ,026_20988.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
24        ,27        ,024_20983.sdf            ,027_20970.sdf            ,0.00000        ,0.00000        ,0.00000        ,No        ,
